b_storage1,b_storage2,b_storage3,b_storage4,b_storage5,b_storage6,b_storage7,b_storage8,b_storage9,b_storage10,b_storage11
.085608065,-.17385216,-.42882738,-.69414806,-.96167523,-1.1819096,-1.4616098,-1.9989901,-2.4925408,-2.8948917,-4.1036716
-.30191916,-.56588316,-.83771968,-1.053332,-1.3638004,-1.5563096,-1.8588732,-2.3615639,-2.8295789,-3.3561513,-4.3800511
-.23710699,-.51004195,-.77811736,-1.0119177,-1.2583352,-1.4889449,-1.740878,-2.1970806,-2.7762775,-3.2681994,-4.3107152
.30314451,.065404415,-.22068591,-.47439581,-.69245625,-.97795391,-1.2688932,-1.8054155,-2.2708235,-2.7762163,-3.8843894
.73292744,.48389965,.20553634,-.024823861,-.29627958,-.58555818,-.85304254,-1.292397,-1.8389289,-2.3196287,-3.4303899
.11478169,-.13108984,-.38520786,-.66561544,-.88677287,-1.1437975,-1.4544201,-1.9276272,-2.4186656,-2.9123991,-4.0075474
.080685675,-.16947277,-.44373956,-.69372422,-.9648971,-1.1722652,-1.4486964,-1.9631517,-2.4895742,-3.0441549,-4.0469084
-.60678905,-.85658449,-1.0842113,-1.382709,-1.6702772,-1.8344568,-2.1206782,-2.6866786,-3.2117269,-3.5189133,-4.6678114
.0010658491,-.25956023,-.50159103,-.76349616,-1.0428272,-1.2718253,-1.5493363,-2.0596919,-2.5046971,-3.0366435,-4.1196227
.0073281825,-.25461599,-.51600909,-.78449202,-.99482203,-1.3060527,-1.5029614,-2.0409472,-2.5013385,-3.1437776,-4.0422564
-.16608781,-.41797659,-.6641618,-.92448431,-1.2548603,-1.4428087,-1.6600153,-2.1784785,-2.7468801,-3.1946752,-4.1904993
-.22607502,-.4764286,-.70536727,-.99100697,-1.2245307,-1.47287,-1.7896032,-2.2518857,-2.7632861,-3.2584114,-4.2749944
-.14471109,-.38788304,-.64775401,-.93912584,-1.1539636,-1.4258903,-1.6641037,-2.2559125,-2.6840215,-3.2185194,-4.1389318
.17873646,-.052446574,-.34797937,-.59748304,-.81811845,-1.0651752,-1.3854834,-1.8394262,-2.4407449,-2.7948034,-3.902066
.53618121,.27747142,.035725605,-.23177184,-.48915902,-.79646766,-.9308458,-1.5145682,-2.1255162,-2.4702022,-3.5368237
.49489069,.24154942,-.010333791,-.24879918,-.56884915,-.81847566,-1.0251325,-1.5671194,-2.0443656,-2.6301877,-3.6707375
-.22385922,-.45678109,-.7123521,-.9975841,-1.2776911,-1.5157324,-1.7421981,-2.2787423,-2.7816651,-3.2698781,-4.3015914
.15320605,-.11227794,-.34877703,-.63526219,-.87108505,-1.0812865,-1.3966693,-1.918376,-2.39171,-2.9297898,-3.9793515
.25163156,-.026578559,-.25898409,-.5133931,-.77374476,-1.05625,-1.2824327,-1.7838635,-2.2771876,-2.8151796,-3.7832727
.48766229,.22265653,-.0088909874,-.26714545,-.56911325,-.77256,-1.0362154,-1.5656567,-2.0796926,-2.4686177,-3.6085835
-.25162312,-.50826007,-.74817669,-1.0147059,-1.2501284,-1.5026289,-1.7801487,-2.2934058,-2.7860525,-3.1594601,-4.3721089
.1159346,-.13036834,-.40405184,-.6453656,-.91048616,-1.1757579,-1.4289565,-1.9729211,-2.4176559,-2.9279225,-3.9339666
-.038537204,-.28909928,-.55309212,-.82782668,-1.0516121,-1.360458,-1.5939069,-2.0679407,-2.6302617,-3.1192176,-4.1935215
.11050605,-.12896647,-.41536385,-.63467246,-.94539881,-1.2302936,-1.3714116,-1.9710082,-2.4613073,-2.9591887,-4.0175309
.70514303,.44031173,.18632425,-.060071725,-.31150749,-.54822099,-.74514437,-1.3551103,-1.8505074,-2.3763034,-3.4069395
-.22933562,-.47639596,-.73232841,-.98248458,-1.2518589,-1.4741144,-1.7848082,-2.2901974,-2.7800295,-3.2350264,-4.3318672
.16235371,-.093218863,-.37076107,-.60825366,-.84232384,-1.1320378,-1.3918983,-1.883992,-2.3473749,-2.8604171,-3.8589313
.096342079,-.17228052,-.38302475,-.65205234,-.91412926,-1.1636761,-1.4957665,-1.8755305,-2.4410062,-2.9385455,-4.0168643
-.36665106,-.62329584,-.89436895,-1.1116878,-1.421822,-1.651032,-1.898809,-2.4525135,-2.8482809,-3.3840845,-4.4465919
-.081471361,-.34010953,-.58813661,-.83609188,-1.0941904,-1.3806217,-1.6071874,-2.1253226,-2.6256695,-3.1304579,-4.135458
-.39729336,-.65921944,-.90255404,-1.1668377,-1.4254171,-1.6824168,-1.9170185,-2.4319751,-2.973685,-3.3760345,-4.4670234
.079581589,-.17690489,-.46091583,-.69946516,-.9658345,-1.1863998,-1.4529933,-1.9462789,-2.4676247,-2.9476147,-4.0281968
-.032909404,-.28578493,-.54887998,-.81327742,-1.0373591,-1.2863737,-1.5457987,-2.1245396,-2.5683918,-3.0834095,-4.0980139
-.043718122,-.30569774,-.57994896,-.7920506,-1.1237798,-1.2869059,-1.6146904,-2.1214275,-2.6031091,-3.0759754,-4.1374106
.63519442,.38387978,.11435701,-.12598021,-.4209213,-.66292006,-.92740875,-1.4610484,-1.9732281,-2.4540496,-3.4769304
-.078027226,-.34382677,-.566719,-.8360486,-1.0843188,-1.3941768,-1.6214458,-2.1432905,-2.6413934,-3.0893681,-4.2036252
.5389865,.29695264,.0097185746,-.2025966,-.49201053,-.76367259,-1.0300632,-1.4910651,-2.0585339,-2.5371699,-3.5661268
-.018293785,-.2832607,-.5068447,-.80628568,-1.059926,-1.3020005,-1.5335863,-2.0539582,-2.5632854,-3.0751877,-4.146554
.15262385,-.138111,-.34593511,-.61260098,-.84812617,-1.1301528,-1.3838751,-1.8193396,-2.3924508,-2.8829772,-4.0020518
.80766124,.56015837,.30110833,.016706772,-.25998172,-.48983023,-.72375351,-1.2115773,-1.8000383,-2.2897589,-3.2935171
.35420448,.08517278,-.18267837,-.39716753,-.66724211,-.88424277,-1.1627908,-1.6996335,-2.1787503,-2.687371,-3.6871824
-.21514834,-.48758522,-.74433881,-.95189005,-1.2136168,-1.4634675,-1.7450813,-2.3051708,-2.8355124,-3.2411771,-4.2783723
.2395573,-.0056069191,-.27420402,-.5277552,-.79815334,-1.03035,-1.3095142,-1.7806865,-2.3253663,-2.8474605,-3.8279285
-.41328761,-.66806883,-.9102636,-1.1695875,-1.4410152,-1.6746601,-1.9118555,-2.4622288,-2.9046376,-3.477643,-4.4388051
.034630623,-.22389305,-.48457375,-.74568069,-.94570625,-1.2239721,-1.4751734,-2.0309262,-2.4396057,-3.0465565,-4.0064545
-.51453441,-.76125252,-1.016942,-1.2919387,-1.5634406,-1.7752008,-2.0405633,-2.5884671,-3.0704272,-3.505115,-4.5600605
-.35403198,-.59413463,-.89317995,-1.1475132,-1.3852611,-1.6010579,-1.8723153,-2.4482722,-2.9081476,-3.4218295,-4.4036279
.68302101,.43863589,.1621145,-.11120021,-.3599804,-.61477804,-.84088069,-1.3023449,-1.8688464,-2.364296,-3.4056334
.65799195,.39134946,.14609063,-.16163971,-.35786119,-.61158508,-.89884919,-1.3683819,-1.9462355,-2.4396894,-3.3903904
-.0345392,-.28755778,-.55419475,-.79361194,-1.0601516,-1.3226329,-1.5507805,-2.0945044,-2.5464525,-3.138653,-4.0500002
.14059484,-.10581879,-.37190622,-.65564793,-.8932814,-1.1008881,-1.3497709,-1.8684233,-2.4352865,-2.9658332,-3.8968072
.56872988,.2970055,.052642666,-.15679994,-.41947493,-.76536119,-.94335073,-1.5192586,-1.9886913,-2.504302,-3.5521989
.0014615037,-.25442651,-.49639553,-.80943257,-.99973911,-1.2881411,-1.4811374,-2.0521655,-2.5718651,-2.9933274,-4.0620012
-.2048163,-.453803,-.70253628,-1.056221,-1.2186102,-1.5304664,-1.7245845,-2.218899,-2.6904275,-3.3122075,-4.3569484
-.1483776,-.41285148,-.66473532,-.94054776,-1.1901119,-1.3397144,-1.6330587,-2.155134,-2.7578218,-3.2243006,-4.2362065
.2968908,.044533964,-.21207178,-.48384565,-.69333452,-1.0012301,-1.2758375,-1.7518425,-2.2223656,-2.861841,-3.743031
.25991243,-.0061652716,-.2171092,-.51488781,-.71845251,-1.0471722,-1.2689947,-1.8161056,-2.2888584,-2.8526433,-3.8290148
