se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11
.14568987,.14390445,.14581403,.14864759,.14136961,.15277798,.15218888,.14402646,.13545559,.13903834,.13737158
.13997751,.14024171,.13580205,.14182301,.13016734,.14111818,.13981259,.13288319,.1403551,.13582867,.13595775
.15787894,.15946333,.15860645,.16049793,.16236946,.15766826,.1556925,.15142086,.15344809,.16492806,.1563829
.27125785,.26926121,.27549994,.26698649,.27476794,.26344773,.26059374,.26906434,.2694025,.25929496,.27894053
.19511056,.19479178,.19467016,.19214675,.19882639,.1929228,.19168308,.19287364,.18667415,.19613035,.19000709
.29334047,.29088512,.2854991,.28921205,.29133019,.28833562,.27359626,.28839648,.28282708,.28043732,.28894305
.15102668,.15108442,.14895397,.15303594,.14969812,.15500459,.14789112,.15282525,.14870925,.14322849,.15403771
.15287612,.15550672,.14818293,.16003329,.15207192,.14979781,.15867475,.15006582,.15999204,.15300424,.14037377
.18310867,.18121624,.18472821,.18053904,.18089664,.18407978,.19064048,.18503208,.17668568,.18758795,.18352863
.16448596,.1640341,.16562699,.16927542,.1697742,.1716022,.16193743,.16405427,.15830393,.1712912,.16394475
.20658825,.20551945,.20674916,.20236833,.2035754,.20533361,.20460241,.19479419,.20854305,.18912208,.19570833
.15642436,.15937071,.1566692,.15297592,.15895878,.14960602,.15475579,.14493506,.15962899,.16031255,.1575277
.17427522,.17653757,.17314205,.17304219,.17343424,.17343777,.17621614,.16397558,.17279704,.166851,.17194769
.16327839,.16142757,.16549037,.1684777,.16734777,.16309872,.16560024,.17066602,.16438778,.16324097,.17347191
.23957257,.23757839,.23822272,.23417929,.24047665,.24708711,.25048667,.23668747,.23207814,.22793959,.21793409
.19838855,.20054165,.19483867,.20251064,.20320792,.1891074,.19325958,.19347839,.19600557,.1953567,.19860321
.20181437,.20277455,.19960484,.19706984,.19683248,.20157653,.20878044,.19015175,.19549702,.19330981,.19127133
.23770852,.24121755,.23298022,.23749705,.23710907,.24057534,.22364776,.23688705,.2357931,.23750465,.22136334
.23070183,.23068598,.23692094,.23719864,.22460333,.22746338,.22331436,.22190344,.23858644,.21636948,.23399729
.17514732,.17346884,.17626128,.16887105,.16862972,.17167835,.17799371,.17790109,.16816111,.16324693,.16730498
.17896074,.17924343,.17833938,.17596987,.17969172,.17856553,.17585781,.17516729,.18867022,.18319093,.15732171
.17899673,.17914097,.17727412,.17900348,.18580101,.16925821,.17169648,.18350524,.17757945,.17355348,.17191184
.18572587,.18351869,.18765908,.17935878,.18024084,.18633954,.17994238,.18554626,.16607396,.18138772,.18040894
.22522187,.22446899,.22351086,.2287614,.22544682,.23350993,.22835676,.21736015,.21643338,.21705006,.21347857
.24323317,.24294007,.24338551,.2432106,.24428181,.23758867,.23208649,.23293047,.24376225,.22730267,.24624145
.15279034,.15345763,.1536482,.15695792,.15607381,.15534844,.15619315,.14916246,.15085122,.15115565,.13930354
.23175395,.23042229,.22297226,.23259293,.22601393,.22941908,.22708309,.22667176,.22649354,.21459898,.22276969
.19002156,.18730658,.19213445,.18605237,.18834266,.18718533,.18311724,.18548684,.18844911,.1820115,.17958535
.23620565,.23499101,.23098393,.23364232,.24211428,.2390532,.23159721,.22960933,.23629132,.23033117,.24462567
.15384787,.15317136,.15264836,.15014087,.15159763,.15396255,.14983781,.14781129,.15050471,.14981672,.14204141
.20443642,.20366918,.19666448,.20272426,.20220856,.20934835,.18922754,.18707909,.19478281,.19588138,.19543101
.12877728,.12746128,.12721334,.12952361,.12487026,.13663536,.12704708,.12206183,.12897019,.13116115,.12944555
.15872595,.15805966,.16117816,.15702565,.1549482,.16091391,.16467027,.16143489,.17161825,.16506563,.14893064
.22393014,.22492422,.22342253,.22486886,.22719251,.24216342,.22691773,.21837111,.21703391,.21132272,.22082764
.15496852,.15645453,.15612242,.15140501,.15193492,.15710112,.16353108,.14917488,.15242068,.16240108,.15638669
.24954006,.24431659,.24667476,.25128868,.25678378,.24843073,.25472409,.22986691,.24248131,.24486142,.24305959
.14637046,.1452349,.14643708,.14840363,.15332778,.14194743,.14934279,.1479052,.15940528,.14338316,.14087908
.21141683,.21017008,.20652653,.21129785,.21104632,.20965368,.20734212,.20613559,.21392851,.20327832,.21077299
.1873464,.1858653,.18980473,.18809009,.18692558,.18354158,.18678325,.18888509,.18284933,.1800061,.18389916
.16560085,.16312894,.16358843,.1713386,.16472211,.16459034,.17057058,.15957788,.16340125,.16507939,.17244594
.15787587,.15751013,.15858127,.16006385,.15402086,.15702084,.1668548,.15543276,.15538368,.16625351,.15629341
.22499967,.22716288,.22579783,.21948493,.22066098,.22446693,.2210227,.22727218,.20826763,.22631097,.22550161
.18225697,.18325275,.18416296,.18093011,.17672239,.18363033,.18085265,.1853359,.17918193,.18682589,.17348216
.15891014,.15593012,.15979543,.1584169,.15085118,.15729108,.15445538,.16101769,.15573072,.15826106,.14608276
.19814651,.19678868,.20043719,.1916806,.19336042,.19457054,.18825927,.18682848,.19867408,.18111835,.18908899
.17016552,.17343196,.16551195,.16880131,.17351584,.1633255,.17187861,.16798939,.16890386,.17104031,.15576644
.17445123,.17527954,.17814797,.17717528,.16953397,.1643855,.18001834,.17975754,.16854778,.17820051,.17272587
.18622766,.1851864,.18461215,.18731566,.18708625,.18692096,.18001315,.18334907,.18043709,.17999247,.16931559
.19209625,.19234385,.19149463,.186638,.18936472,.18405682,.19429193,.17824121,.18094176,.18186797,.17942809
.16096838,.16216496,.16293593,.16510387,.16745679,.1557637,.16291529,.16362695,.16003317,.1528274,.15845433
.25789896,.25591332,.25787175,.25959411,.25368389,.25703609,.25177285,.25593451,.26152751,.25491431,.2434922
.15158452,.14883241,.15374544,.15125562,.14786246,.14764357,.15138626,.14568511,.14661445,.1476796,.14522791
.16550475,.16727784,.16472608,.16368689,.15860051,.1684579,.15985726,.1662612,.16759138,.15606371,.15999967
.2043204,.20329179,.20127019,.20687827,.20690462,.20609708,.19373617,.20125353,.20441151,.20132917,.20172371
.18465531,.1851635,.1836177,.18893529,.19168326,.17963144,.17916447,.18785775,.17673048,.20175573,.18379202
.22129968,.21861842,.22410865,.22026688,.21642676,.21833315,.22662221,.22074214,.2223749,.22668581,.2198583
.1793543,.17854281,.17820011,.17539667,.17489922,.18150702,.18137544,.17544095,.17238329,.17924266,.17086549
.15897764,.15738681,.1545378,.15751603,.15623444,.16165517,.15943138,.15784927,.14775155,.15855637,.15358901
.20373471,.1997987,.20410903,.20465165,.19746621,.20862836,.20290631,.20028834,.19222647,.20586227,.19092907
.20126025,.19687234,.20284805,.20540166,.19184771,.19509414,.19132327,.20287503,.20565836,.18986058,.19766377
.232162,.23051743,.22889085,.22947982,.22857749,.23423575,.22690296,.23588665,.22194497,.21731867,.22177327
.23207757,.23029257,.23198943,.23334455,.23077191,.23052894,.2208162,.2409319,.23013192,.23927863,.22121029
.18206023,.18191218,.17762737,.18194075,.17794637,.18009067,.18434863,.18350273,.17725688,.16896109,.18767214
.17400807,.173108,.17148075,.17295294,.17775661,.16930883,.16321978,.17363162,.1728991,.17153643,.17681997
.27969882,.28473881,.2798686,.29228398,.27159527,.28559431,.27587551,.25923446,.2767778,.28785342,.26498571
.31457287,.31033856,.31381217,.30542865,.32003707,.31616041,.31834814,.31316599,.30417922,.31823972,.325046
.19970118,.19459088,.20059025,.2008291,.19849251,.19357571,.19531381,.2025281,.19476855,.18714176,.20746514
.23093164,.22993615,.2324556,.23020631,.22373253,.22813511,.22639214,.22708496,.23563193,.21105815,.21761569
.24812961,.24889934,.24845116,.24126251,.24353015,.24101701,.25030372,.24093962,.25676888,.24064437,.24502636
.18478964,.18353993,.18271659,.18159662,.1811392,.18871434,.17469572,.18487984,.17403321,.167373,.18542366
.12369642,.122787,.12322763,.12086403,.12167256,.12146068,.12281653,.12594904,.11997227,.12652577,.11822275
.20410514,.20327832,.20379032,.20324102,.21117994,.19760038,.1988017,.20306207,.20271266,.19497493,.20519726
.20845686,.20751648,.21326026,.20855553,.19937472,.21511261,.20652854,.20534237,.20268188,.19882491,.20918696
.16526982,.16549189,.1677803,.16798621,.16097057,.15378493,.16508985,.16262914,.16936234,.17115706,.14605983
.19620064,.19592872,.19785951,.19206904,.19656922,.1923556,.19501889,.19717404,.19073133,.20053492,.19946523
.2033134,.20319451,.20231074,.20245606,.20595996,.19272526,.19001924,.20680054,.21845572,.18167467,.19012281
.20310557,.20558088,.2019486,.20585181,.20439124,.20079367,.19358328,.19406621,.19485854,.20653051,.18733063
.21660234,.20840122,.2147648,.21776207,.22491884,.22313681,.21363541,.22407281,.20486172,.20652092,.2117117
.20247008,.20655675,.19638878,.20091841,.20289376,.20501971,.20540652,.19752792,.20585828,.20985164,.20485783
.24257231,.24084868,.24204092,.23765527,.24756204,.23904428,.23829249,.25638589,.24278082,.25093454,.248441
.17145172,.16840237,.17373081,.16766943,.16866958,.1616246,.16504088,.16660072,.16465741,.174064,.17100053
.17493238,.175036,.17501956,.1711012,.17724442,.17924248,.16704637,.18404719,.16320586,.1689893,.18046369
.10141465,.10144629,.10074123,.097707465,.1019033,.10120723,.096589729,.10526192,.10316156,.094373189,.094526768
.24201468,.24177514,.23743765,.24530016,.24363899,.23164092,.24367511,.22715577,.24046521,.25206673,.24128059
.16778065,.17011136,.16462554,.16712841,.16260555,.16298386,.16973281,.16259232,.16407853,.16861741,.16161139
.22629827,.22466663,.2267112,.22446693,.22060151,.21732669,.22691663,.22769934,.22758998,.23185483,.23706546
.21878822,.21973054,.21962853,.22184314,.21530724,.21448602,.21923758,.21945755,.21641597,.20117658,.19822751
.12701534,.12870324,.12756102,.12500314,.12831181,.1310641,.12350168,.13049577,.13098407,.11801056,.13136429
.17467728,.1737394,.17336316,.17519569,.17320937,.17273298,.17497951,.17203277,.17048845,.16998199,.1706105
.23521717,.23240231,.23733455,.23358263,.23273817,.23598765,.22725585,.22809671,.23026845,.21753332,.21696703
.15194051,.15145287,.15291721,.15275623,.15006733,.15520576,.15825883,.1427857,.14263444,.13444874,.13203005
.16463907,.16422722,.16486964,.1639875,.16512072,.16402869,.16210803,.15530731,.16189669,.1653119,.14740121
.18539678,.18959908,.18236536,.18721062,.17937535,.17658681,.18630019,.1896534,.18769397,.18011132,.18853483
.13019767,.12924221,.12612335,.13566968,.14022498,.12994631,.1319759,.11993334,.12748964,.1315909,.12786913
.19237368,.18973446,.19661546,.18984032,.19309878,.19438152,.19029973,.1933876,.17994174,.1836036,.190707
.18037574,.17871501,.17781232,.18146847,.18183747,.17652637,.17845289,.17820308,.18459097,.18183807,.18570338
.21448189,.21261817,.2151904,.21954881,.21403053,.22070116,.20990469,.22403522,.20645033,.21319368,.21266693
.21248809,.2125663,.21060269,.21270445,.20804061,.21354696,.20352973,.2169562,.20158729,.2182277,.19643347
.21290623,.21157354,.21414553,.20737551,.21245536,.20690688,.21283329,.20420462,.20048565,.21714354,.20451376
.10031848,.099709541,.10250728,.098918483,.09646681,.10746079,.094620854,.10426611,.099055938,.099728718,.10619289
.242211,.24214467,.23704037,.23481567,.2407794,.24244936,.2412997,.230516,.23535407,.24563576,.23467989
.16902535,.16596043,.16618003,.17101392,.16985077,.17023456,.16074784,.15670449,.16264145,.1671434,.16180472
.24904922,.25341085,.24895817,.24197252,.24937673,.24774468,.25210899,.24251917,.24697484,.23238094,.22878715
.17377725,.17361937,.17263006,.17343315,.17565338,.17944849,.17877866,.18254919,.17609864,.17817046,.16075696
.15232557,.15171963,.14712572,.14905596,.14837183,.15224871,.15023769,.15897371,.15321915,.16156633,.16103999
.16458018,.16143464,.1671918,.15651008,.16151048,.16619675,.16091706,.15437433,.15824759,.15885584,.15530077
.19316483,.19602716,.19012678,.19292291,.18474726,.18640351,.19305028,.18614918,.18684524,.18774718,.18567376
.17528003,.17561176,.17758743,.17142807,.17558266,.16846587,.17071383,.17190351,.17611793,.1726073,.16658454
.18326955,.18120992,.1774261,.1847681,.17617448,.1812285,.17179678,.17871785,.16651921,.19068252,.17899664
.18490946,.18259501,.18588522,.18781811,.18075208,.18756767,.18191062,.17083357,.18646064,.17802431,.17717849
.25224617,.25576797,.25143808,.24358185,.25295198,.24770889,.25471878,.24310908,.25474796,.24836105,.23188916
.1989381,.19375956,.20188342,.20248875,.20265877,.1918792,.20491008,.20327894,.18843961,.21013847,.19273289
.15596797,.1561897,.15712112,.14625205,.15154067,.15884447,.14803129,.14803985,.15831901,.14414075,.15867542
.18730612,.18902814,.18462278,.18239382,.18464753,.18866569,.1846728,.17743927,.16681787,.18531097,.19192024
.18533699,.1824201,.18768622,.18110223,.1821544,.17909412,.19252117,.18000139,.1855865,.18018889,.18314897
.15118873,.15346031,.14640741,.14900741,.15210772,.15378858,.1472947,.13801374,.15343642,.1478845,.14991744
.19274715,.19390155,.19027814,.19490722,.18985257,.1840938,.19071527,.19698101,.19056021,.18366028,.17840928
.21975869,.21932095,.22170007,.22146143,.21297683,.22353142,.2170884,.2159752,.22389741,.2003352,.22282079
.19770759,.19923137,.19196127,.1966169,.18273689,.20377022,.19877061,.19017014,.18431395,.1835399,.18155019
.14459494,.14583521,.14383422,.14298852,.14294074,.14508209,.14734589,.14184521,.15055032,.13172811,.13907614
.19604282,.19064637,.19744657,.19089271,.1959393,.19338158,.18585812,.1823401,.19803722,.19138645,.19261812
.17434476,.17788295,.17723884,.17604537,.17238803,.17155279,.17162506,.17468745,.16188395,.16724826,.17684455
.20142771,.20497195,.20407805,.19670188,.20858905,.19949083,.19401236,.19087221,.19835761,.20658708,.19731176
.29711255,.29864219,.30003166,.30683044,.28797048,.29208916,.28959015,.27174774,.28297684,.28780872,.28675002
.26219645,.2641812,.26407707,.25614047,.26104271,.24895477,.2523123,.25540051,.25754461,.24949163,.24862207
.15926501,.161907,.15690126,.16040492,.15711808,.15865612,.15523028,.14728476,.16006723,.15844776,.14969699
.21939018,.21802525,.21889806,.21474928,.2217986,.22438104,.21545821,.21369326,.21446083,.23256136,.23217671
.17867111,.17738508,.17756636,.17292441,.1818293,.18443125,.17038611,.17580044,.17604247,.18197291,.18368043
.24373117,.24120268,.24178165,.24004018,.2335292,.23435675,.23517005,.24434653,.23319665,.22936635,.22790569
.18998407,.18974181,.19189948,.18694286,.18600169,.1900185,.18750699,.1765532,.18104227,.1749903,.17611662
.20837821,.2064992,.20880364,.20362763,.21331938,.21387352,.21291314,.21709926,.19801895,.20315233,.19567387
.21057954,.21040256,.20741574,.21544661,.21593648,.2039704,.21362384,.20756853,.20592578,.21982509,.21387698
.23581605,.23974383,.23516916,.23721316,.22222474,.21110551,.23349683,.24813417,.23394734,.22721726,.22820352
.19655903,.197047,.19554922,.19346938,.19810489,.19917332,.1900159,.19337928,.19081554,.2006838,.18796395
.19260061,.18942432,.20212334,.18152799,.20241877,.18660638,.19087905,.1822416,.18351705,.21294118,.20857288
.15894407,.15661095,.16137129,.16189204,.16088024,.1542815,.15529953,.15913798,.15978877,.16043459,.16090071
.19741626,.19318916,.19463418,.19749166,.19607209,.19452287,.19994321,.1889855,.19651012,.19872464,.1856845
.19551151,.19863257,.1966653,.19257018,.19319694,.19387311,.194645,.1975566,.19635467,.20147629,.18904723
.22321564,.2244284,.22645003,.22427912,.22833954,.22292052,.2218565,.20977028,.21088015,.21993646,.21221451
.20847759,.20942765,.20526257,.21119083,.20299534,.20503506,.20037308,.20907924,.19797392,.20072776,.20729594
.17402476,.17327242,.17186831,.175228,.16948406,.16093534,.16306576,.17289431,.18188724,.14784491,.16235249
.22524789,.22625926,.22308652,.22573639,.22721748,.21907835,.22083436,.21998164,.21645021,.21826334,.22795634
.16436151,.16155091,.16637269,.16507828,.16401075,.16364962,.16267781,.1715011,.16552573,.17028935,.15990987
.21232119,.21210845,.21106564,.21097326,.20812377,.21916398,.20321508,.20847343,.21254978,.20302798,.1865
.20339212,.20213228,.205597,.19788574,.19981755,.19725168,.19930953,.19432408,.20244303,.18901655,.21008509
.19681454,.19925605,.196758,.19276761,.19181104,.19683196,.19262673,.19099157,.193361,.20607759,.18695256
.21861345,.21703815,.21887805,.21438618,.22112529,.20831341,.22434975,.21546882,.22472757,.21542555,.21879214
.20616499,.20815982,.20715362,.20091881,.20393711,.20080067,.19729684,.20164144,.19784878,.21108387,.2214912
.21451664,.21351299,.2100656,.21082836,.21410182,.21942544,.21786389,.20768189,.20890146,.20344225,.21466148
.23727065,.23784794,.23159117,.23054819,.23654741,.24136756,.24016923,.22969553,.24120627,.22541623,.22416885
.21581157,.21718928,.21626493,.21608323,.21001402,.21269862,.21337475,.2183824,.20996146,.21070166,.20421216
.17304723,.17437989,.17623161,.16588841,.18030787,.16297759,.17756054,.17560959,.16472174,.16311122,.15868352
.25780076,.25661448,.25887546,.26189819,.25561383,.25717098,.25431862,.25161183,.24721807,.258946,.27032605
.13948058,.13813329,.13475119,.13921349,.13300638,.13023357,.13513002,.14144284,.1337494,.13182439,.13261233
.20239717,.20267661,.19905549,.20305482,.19440396,.20525219,.20120019,.20178246,.19763161,.19694616,.19435784
.18609567,.18578315,.1889102,.18680786,.17715192,.18870798,.18764558,.17504354,.19152461,.18349351,.17546947
.20733629,.20911258,.20426732,.21039639,.20259903,.21118198,.20309661,.21476014,.19792013,.19918166,.2090307
.21520594,.2146678,.21510725,.21420999,.20812021,.21184425,.2191993,.21668547,.2158837,.19990018,.21430391
.15990967,.16121529,.16237338,.15618558,.15876766,.15873569,.16912454,.15307422,.14846803,.14875832,.15857235
.21244143,.21126461,.21115501,.2110877,.21271065,.20019485,.20533128,.22013851,.21508686,.2053607,.2058547
.18988426,.18881582,.18191458,.18717194,.19098991,.18075934,.18996672,.18519099,.19457926,.19444381,.18116514
.23917617,.24175316,.23873134,.23251818,.23581338,.23118462,.24597104,.25454292,.23876508,.25227061,.22796009
.25391209,.25419271,.25292727,.25183102,.2459203,.24907568,.25022548,.24157402,.23898309,.25728479,.23471349
.20991054,.2102914,.20791429,.20928437,.21401122,.21243976,.2050153,.2031069,.21392559,.20452897,.20095597
.16913189,.16834967,.17412813,.16452324,.17625621,.16742203,.16335009,.15790227,.16047905,.15569954,.14887197
.2055949,.20337301,.20666167,.20323136,.20670769,.20875415,.20489728,.20558104,.19583341,.1946459,.1938193
.11529945,.11748967,.12057181,.11748222,.11969962,.11497123,.11320093,.1152618,.10840081,.1066905,.11394607
.20603022,.20517388,.20692967,.21296272,.20624936,.21175955,.20460795,.20908201,.20194845,.21024774,.19856313
.13642731,.13616198,.133496,.13672839,.13498805,.14141181,.14607152,.13405621,.13172929,.14315452,.12745523
.21078962,.21231532,.21245953,.21495807,.2128817,.21055928,.21599942,.20231676,.20460163,.20426568,.20602076
.235231,.23624127,.23229676,.23589727,.23126055,.2277029,.231317,.2325094,.22910744,.20993485,.22720471
.18651102,.18904561,.18324082,.18706506,.18553355,.19097263,.1798161,.17913322,.18459409,.17889404,.1741398
.14988083,.14760321,.14709406,.14330523,.15311007,.15838899,.14769149,.14848848,.15839122,.14852467,.1587919
.14742537,.14737464,.1444598,.14673451,.14407811,.14376794,.14855449,.14323872,.14423706,.14308828,.14147304
.17936938,.18246344,.17785743,.17805149,.17357858,.18488608,.1796256,.18661554,.18170574,.17530277,.1643146
.16407301,.15981412,.16110156,.16593149,.16509777,.16228123,.16965617,.16423357,.1608163,.16362569,.16581464
.24330901,.24089533,.24185638,.24034886,.24080798,.2424558,.2412625,.23503698,.25692448,.24658227,.22094694
.25970095,.25734311,.261462,.25500542,.26532495,.25356945,.25537595,.2560837,.23964262,.2605066,.24534544
.28712109,.28271428,.28450978,.27417624,.28136054,.28153667,.27348331,.2811029,.27107897,.27819496,.28263709
.15894198,.15671104,.1563485,.15305857,.15693645,.15327123,.15908803,.16211085,.15048073,.16222224,.1530692
.2302022,.22739001,.22925019,.22550398,.23125905,.22836418,.21669951,.23212141,.23612323,.22087963,.22287521
.22203904,.22113551,.21568361,.2184265,.21718667,.22316092,.21384715,.22541817,.21368416,.21245192,.20843388
