se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20
5.0324888,4.96909,4.94168,4.843524,4.7752929,4.5979648,4.5691805,4.5647197,4.5120296,4.2938981,4.3184505,4.2975211,4.0047936,4.0745087,3.9927673,3.9435534,3.8814771,3.7251866,3.7892776,3.8552411
6.5243936,6.465013,6.359344,6.3126078,6.250958,6.1930332,6.0398736,6.0916162,5.9315686,5.9094801,5.7766595,5.788754,5.732151,5.6182852,5.4646173,5.170414,5.1868324,5.15063,5.2749262,5.158143
6.2877793,6.1879253,6.1264477,6.089376,5.9211087,5.9233193,5.7050924,5.7662129,5.7077594,5.6804752,5.4507065,5.4768286,5.2236204,5.2405758,5.1877031,5.2819624,4.9627142,4.9423814,5.0508766,4.8589911
5.6383057,5.5850005,5.4788022,5.4296985,5.3598866,5.3239017,5.2113562,5.0840526,5.1057463,5.0360637,5.0515747,4.8823619,4.8813105,4.7309585,4.663147,4.6546626,4.5895958,4.5348964,4.4005628,4.3643761
4.4392414,4.3629827,4.2661481,4.0691447,4.1399159,3.7772355,3.8707621,3.7588086,3.8731127,3.5884702,3.7145312,3.4397979,3.4448643,3.3858521,3.3422685,3.2191365,3.2332053,3.0465877,3.2270246,3.1518302
4.6455259,4.5664778,4.5210719,4.4948907,4.3502903,4.3829479,4.2952919,4.1933455,4.0789194,4.117084,4.0872951,4.0530872,3.9351366,3.8668039,3.7932601,3.7308271,3.6563997,3.7206764,3.6243517,3.6156929
4.6824136,4.5473075,4.557807,4.5089426,4.1940522,4.0444522,4.2413535,3.9792864,3.8609407,3.8662388,3.6010365,3.4985743,3.664254,3.5745537,3.4130647,3.3812318,3.4923906,3.074748,3.0313232,3.0122342
3.2976537,3.2576423,3.2507401,3.2169974,3.1420779,3.1094916,3.1375432,3.0770798,3.0009751,2.9852765,2.9285648,2.9961586,2.8841434,2.8954849,2.794096,2.9082079,2.7639892,2.7234788,2.6846561,2.6363099
3.797519,3.7641335,3.718118,3.6511865,3.5565495,3.588012,3.5112803,3.4504957,3.4885211,3.2926679,3.3084371,3.2719517,3.2429662,3.230552,3.1002281,3.0675924,3.1358645,2.9976542,2.9669166,2.9012792
5.2124386,5.0988884,5.0944586,5.070066,5.1162186,4.9242635,5.0227265,4.8477454,4.572999,4.8070679,4.8007727,4.5110254,4.5977378,4.3996072,4.6403046,4.3427892,4.4799399,4.1965938,4.4367919,4.4383564
3.4334793,3.4158647,3.3804657,3.2956553,3.2303009,3.2389584,3.1052117,3.208272,3.0801437,2.97665,3.0818024,2.9617932,2.770499,3.0015955,2.7209935,2.7780282,2.7143619,2.7609417,2.5943563,2.5868022
6.7369647,6.6640658,6.5918679,6.5346174,6.4349332,6.3512173,6.2179785,6.1031117,6.0717797,6.0293469,5.9221668,5.8654108,5.7941875,5.7375078,5.5635567,5.5627551,5.5390716,5.3720345,5.3342361,5.3076987
3.166609,3.1299946,3.0722349,3.0612237,2.92927,2.8951731,2.8409221,2.8803513,2.7573714,2.681288,2.6876183,2.7578199,2.6899369,2.5554731,2.440726,2.3787587,2.5646236,2.3855863,2.3877029,2.3207207
5.4688678,5.4009643,5.2954865,5.2506981,5.1667266,5.1613269,5.1137319,5.0101514,4.9036965,4.8618751,4.7599902,4.7876272,4.7137313,4.6116891,4.5944219,4.477138,4.3076496,4.3120108,4.2141967,4.2758803
4.5901775,4.5805669,4.4129844,4.4881659,4.2172818,4.2500453,4.1156187,4.0682845,4.0397344,3.7034829,3.4687424,3.7232702,3.9578459,3.5396335,3.3173597,3.4015455,3.1124446,3.4024444,3.146657,3.2726226
