b_storage1,b_storage2,b_storage3,b_storage4,b_storage5,b_storage6,b_storage7,b_storage8,b_storage9,b_storage10,b_storage11
1.9097863,1.6743487,1.3678514,.79103231,.91025078,.56099606,-.13079943,-.43087837,-1.3336121,-1.9604779,-2.8672056
.75187439,.41658708,.27069482,-.080836035,-.45430386,-.76702118,-1.0763541,-1.7979572,-2.2149937,-3.044518,-4.1914272
.76697904,.44609788,.32058787,-.10677909,-.47144383,-.60841388,-1.1221372,-1.453186,-2.0234797,-2.9132051,-3.95751
.14943483,-.14892997,-.44426379,-.82045788,-1.0582196,-1.2894192,-2.0893536,-2.3121743,-2.6954467,-3.5321975,-4.4806385
.035583597,-.34961739,-.53705829,-.83106804,-.97543293,-1.3866804,-1.6469676,-2.4957247,-3.1446874,-3.5487878,-4.5181627
1.7660553,1.4907415,1.0602962,.91905767,.71825272,.13571179,.058471777,-.66980964,-1.3028479,-1.8249407,-3.0568902
1.6762061,1.3786712,.98430347,.7970376,.54637975,.14357769,.017570971,-.69835716,-1.3283074,-2.0654385,-3.0448222
.31776008,.044625618,-.16164099,-.41236943,-.78503889,-1.1251057,-1.3771626,-2.0227475,-2.7800994,-3.481178,-4.7314849
.90109015,.55006558,.21042418,.020228237,-.27868545,-.5948661,-.77549356,-1.3678821,-1.7679663,-2.5685108,-3.9319301
.38668525,.034277566,-.20874625,-.55259061,-.88848048,-1.0493025,-1.834844,-2.0247915,-2.5158825,-3.4762301,-4.8431163
1.7266774,1.4824818,1.140352,.80593652,.60573471,.37658486,.0068344427,-.79983163,-1.1522092,-2.1751184,-3.0290062
.58596337,.34709921,-.010054264,-.3130829,-.5723002,-.82558751,-1.3324714,-1.9029608,-2.5218363,-3.1056478,-4.3408103
2.7513425,2.3939517,2.059788,1.6415417,1.5149548,1.2403833,.49018267,.21935859,-.54944199,-1.1225537,-2.297446
-.12742153,-.46066922,-.7754823,-.96868902,-1.2862549,-1.7292594,-1.8404799,-2.4221854,-3.1088121,-3.7941239,-4.8859816
.83430642,.52569407,.27829939,-.039889496,-.41017368,-.52685243,-.9753679,-1.6605542,-2.2637882,-2.8995099,-3.940753
4.4762955,4.1102772,3.7073472,3.449024,3.0604227,2.7282712,2.3786566,2.0900824,1.1234816,.52772313,-.97748756
.67810106,.36107564,.16665235,-.19384557,-.64691681,-.84731847,-.8734982,-1.7503744,-1.9757453,-2.7419207,-4.1626143
-.86034477,-1.203251,-1.5325508,-1.7141346,-2.2710204,-2.4013987,-2.8068163,-3.3613219,-3.7206433,-4.557744,-5.7537007
1.4000334,1.1317474,.88037932,.48645991,.29078984,-.074380435,-.27772716,-.79218453,-1.7812135,-2.1084564,-3.5213447
.44440499,.089549609,-.27450079,-.33672094,-.63129526,-.96539289,-1.3389858,-1.7206373,-2.636991,-2.8944583,-3.8358898
-.19318138,-.48730212,-.7475273,-1.0832804,-1.3323523,-1.6772442,-1.8599932,-2.8208127,-3.075273,-3.5816586,-4.880621
.32138675,-.012726014,-.19690509,-.57109523,-.77322149,-1.145964,-1.5826243,-2.0388882,-2.6992593,-2.8496971,-4.370378
1.8119164,1.4351391,1.2042204,.80195749,.67166901,.04981019,-.13672997,-.86622304,-1.2553655,-1.8329147,-3.3650653
1.2793729,1.0522748,.77712554,.45966306,.098893955,-.20982446,-.47723591,-.92322481,-1.8619905,-2.2826357,-3.9676831
.86026847,.44541898,.35451886,-.10238525,-.25990114,-.62295109,-.98370045,-1.4680432,-2.4442644,-2.6986945,-3.5716643
2.6570523,2.4165881,2.0173328,1.8746896,1.3676329,1.1941136,.50966465,.15901574,-.13201827,-.80186218,-2.2229967
.98735744,.67967391,.40648317,.027885675,-.30387494,-.64056259,-.85898739,-1.3439211,-2.0757213,-2.3760598,-3.7490001
-.77826977,-1.0150995,-1.2815596,-1.7704161,-1.8122426,-2.1376832,-2.537147,-3.3028018,-3.7695217,-4.1270132,-5.3574767
.57984656,.19696933,.01494663,-.4564192,-.7081331,-.92396772,-1.2927659,-1.8400754,-2.3453808,-2.9202409,-4.2484617
-1.5015942,-1.7426496,-2.0838172,-2.3104229,-2.6208854,-2.9945381,-3.1758611,-3.7326319,-4.3194833,-5.074594,-5.8588762
-.33696947,-.65139163,-.94576412,-1.2953089,-1.501863,-1.89407,-1.9700673,-2.6290398,-3.212729,-3.7341349,-5.1690025
2.5398424,2.2711074,2.001219,1.6908125,1.4275047,1.1839015,.62834936,.24571332,-.39837793,-1.0776829,-1.986092
.31531492,-.025961192,-.38345334,-.5953241,-.77983648,-1.2897421,-1.7571969,-2.0578809,-2.9120412,-3.5452929,-4.6138082
