b_storage1,b_storage2,b_storage3,b_storage4,b_storage5,b_storage6,b_storage7,b_storage8,b_storage9,b_storage10,b_storage11
-.53788525,-.81171769,-1.0824591,-1.5165982,-1.6666206,-2.0035782,-2.1210179,-2.803158,-3.3892136,-3.9485824,-4.8051229
.53610229,.26519096,-.048834104,-.33647963,-.6940667,-1.04005,-1.2583673,-1.7836938,-2.3326323,-2.9344242,-4.1736693
-.43494511,-.70362031,-.97245055,-1.2599518,-1.6312989,-1.7175306,-2.0879085,-2.743628,-3.2134438,-3.5807559,-4.8589067
1.1524992,.88311285,.62426347,.33259898,.00051385432,-.38153583,-.59616917,-1.0323232,-1.5163996,-2.2981625,-3.3337872
.42480603,.12828131,-.087925598,-.45813403,-.6108982,-.96700174,-1.2942846,-1.6117178,-2.2904198,-2.7440519,-3.740907
.005682183,-.27812287,-.4794623,-.8271659,-1.0745335,-1.3482451,-1.7105033,-2.2695506,-2.7687275,-3.2661583,-4.3449259
.59642553,.31115583,.058396563,-.24702574,-.49761611,-.74113411,-1.1568379,-1.6611537,-1.9803286,-2.6145566,-4.1075578
.4102056,.095393285,-.19470572,-.43529519,-.71035278,-.84515297,-1.1879548,-1.764304,-2.5890684,-3.0174685,-4.5021777
-.14719579,-.40638027,-.73609883,-.93337649,-1.2352492,-1.5324593,-1.6946872,-2.3625171,-2.9728801,-3.4054456,-4.5158319
.71170539,.46126148,.15681498,-.20432931,-.47011781,-.80849379,-.95860052,-1.6418533,-2.2052655,-2.9554029,-3.7933884
.62069607,.3300339,.10066022,-.29252085,-.43370971,-.67951089,-1.0614458,-1.6423565,-2.3539917,-2.5787923,-4.0109396
.29631415,.037592679,-.21126094,-.5100491,-.70036787,-.9788025,-1.3576132,-1.9535844,-2.6447172,-2.8418996,-4.0803699
.12525396,-.24932991,-.46155757,-.68292081,-1.0250951,-1.1407263,-1.5403377,-2.1495483,-2.776186,-3.3652282,-4.1867104
1.4372904,1.1455895,.88923848,.52602637,.29494548,.020488124,-.25711161,-1.0193598,-1.3681539,-2.0327451,-3.0677204
.035327073,-.29425231,-.4942922,-.71191508,-1.1901402,-1.4810625,-1.6218009,-2.2244136,-2.7175465,-3.3071833,-4.3404937
1.9288491,1.6272814,1.384455,1.0224036,.88277298,.44666716,.19083045,-.36894977,-.83266693,-1.540807,-2.7145624
.16851196,-.06945543,-.33799234,-.66619897,-.88704479,-1.2935188,-1.4215038,-2.1340721,-2.742322,-3.276161,-4.0648823
.63889056,.36357176,.12010214,-.25181988,-.54972851,-.71263057,-1.1351871,-1.4869955,-2.2472153,-2.9095187,-4.0848594
.14990541,-.11446432,-.44797769,-.60519576,-.96537977,-1.1226091,-1.4583893,-2.0925858,-2.6971533,-2.9974487,-4.2346735
.71881199,.42972457,.21473332,-.046576433,-.40038583,-.52983159,-.88503391,-1.3175874,-1.7195255,-2.5947268,-3.9987578
-.61452377,-.89948297,-1.1424948,-1.3836035,-1.6168985,-1.902189,-2.2960725,-2.6526747,-3.3235376,-3.9226887,-4.8690767
1.2472413,.99152577,.71364391,.38474041,.15313941,-.080957845,-.36327717,-.75300527,-1.5333844,-2.1336207,-3.3060949
.71969181,.46052748,.2044054,-.15568876,-.36379158,-.74793321,-.95017099,-1.4061654,-2.126847,-2.6373794,-3.6941895
1.3276981,1.0730168,.74988627,.53294176,.23608211,-.060877696,-.30943668,-.81546795,-1.4145274,-1.956409,-3.1578457
-.69001698,-.92322326,-1.2430358,-1.5421786,-1.7969942,-2.0643764,-2.2762816,-3.0793121,-3.4695222,-3.9023108,-5.0880423
.27673388,-.017813561,-.21276039,-.46652061,-.87944651,-1.087271,-1.3289338,-2.0825431,-2.4701769,-3.169807,-4.3371539
-.81974918,-1.0965297,-1.3784639,-1.6725506,-1.8910222,-2.264185,-2.5121415,-3.0220039,-3.5923975,-3.902987,-5.2939401
1.1983745,.91989124,.6658445,.33745661,.068127409,-.2296918,-.49941066,-.98164064,-1.5692824,-2.2974541,-3.1503658
1.7066536,1.4309211,1.2026501,.87275612,.58743507,.30742136,.085067555,-.6004374,-1.1643004,-1.7990044,-2.7319732
.44336948,.12806681,-.070839286,-.36816785,-.65753341,-.89788067,-1.2124602,-1.8585963,-2.3109457,-2.888133,-3.7539828
-.023468185,-.31556028,-.61745369,-.86363894,-1.194661,-1.2995863,-1.614361,-2.1248841,-2.7746925,-3.4089611,-4.424336
1.0746419,.84248739,.51646799,.30181912,-.047136486,-.26230454,-.623375,-1.2714418,-1.6718792,-2.1428702,-3.4249663
1.4378313,1.152318,.78486037,.59191674,.30753684,-.073273137,-.29492149,-1.077322,-1.7035879,-2.1705256,-3.0466964
.16413632,-.1313982,-.38868639,-.64322752,-.96044904,-1.1834478,-1.5676746,-2.1534946,-2.5201685,-3.221664,-4.2223949
-.19649935,-.4797278,-.7064901,-1.0468736,-1.2419784,-1.4245982,-1.852015,-2.4865344,-3.0666566,-3.423876,-4.7764678
-.46145454,-.75723684,-1.0574757,-1.2649937,-1.4896539,-1.7915652,-2.0977159,-2.5949543,-3.2133198,-3.6443579,-5.1641068
.68769485,.40060818,.040464111,-.07343737,-.55676317,-.65897453,-1.0542098,-1.5660084,-2.108083,-2.5814447,-3.9999356
1.103893,.72016835,.53982639,.28908336,-.015334516,-.23462877,-.67695987,-1.1417826,-1.7151325,-2.4186361,-3.4554727
.56147152,.28739318,.033550199,-.25180575,-.56334788,-.83871388,-1.0290853,-1.5488582,-2.2376909,-2.5285342,-3.7850432
.2092883,-.029398972,-.32485685,-.59902197,-1.0601512,-1.3977433,-1.4984782,-2.009352,-2.6581955,-3.0241995,-4.39217
.39635906,.098929949,-.21139048,-.45284218,-.77796954,-1.1101252,-1.1348507,-1.9446326,-2.2609575,-2.8829396,-4.1730952
.98075551,.66802669,.44362137,.22781922,-.10462308,-.39114231,-.57884598,-1.3587902,-1.8816899,-2.182395,-3.5203011
.23128578,-.098937422,-.29008257,-.53162408,-.81318283,-1.0211709,-1.3536111,-2.0380292,-2.4004388,-3.3627129,-4.2254853
.80241936,.47777122,.2603735,-.002103606,-.32810053,-.58686692,-.93396723,-1.5030888,-1.8369823,-2.3608556,-3.6907523
2.0955079,1.8203079,1.4833707,1.2779901,.98867339,.73986894,.25363132,-.22407556,-.83997071,-1.3413529,-2.3512554
.83603364,.60202003,.24886176,.088614546,-.32412341,-.58737618,-.72465175,-1.3577604,-1.7772229,-2.5006795,-3.6584003
.49590698,.25281808,-.13856409,-.34413773,-.67639726,-.9596501,-1.2902596,-1.7161601,-2.1678154,-3.086076,-4.3062224
.33078635,.053350955,-.20056903,-.50344461,-.73668474,-1.066613,-1.3916153,-1.7985842,-2.5931275,-3.0712874,-4.0740719
1.3811969,1.1103308,.81325603,.54329926,.25078923,-.0022584493,-.19491142,-1.0151839,-1.2730515,-2.1080706,-3.3224609
1.3893924,1.119385,.82664114,.5300163,.23441751,.12035178,-.28872195,-.8082276,-1.3348393,-1.9922311,-3.1648624
.93304908,.68822676,.31061456,.15896069,-.14978243,-.46155024,-.71779037,-1.3868344,-1.7678341,-2.5966144,-3.4945481
.72927004,.3446137,.20341438,-.10499918,-.33934304,-.50832355,-.93399662,-1.646803,-2.0506129,-2.6275973,-3.6454322
.36395204,.071007363,-.13334864,-.5091837,-.67486989,-1.0653075,-1.2476912,-1.8852618,-2.4921801,-2.9255955,-4.1569247
.19842231,-.1803249,-.35195655,-.5685088,-.91236573,-1.2985673,-1.3745276,-2.1376503,-2.8594527,-3.2189407,-4.1300197
1.4632355,1.1831534,.9000861,.51075011,.34607977,.069590144,-.30109033,-.75091594,-1.4436965,-1.7777356,-3.0187206
-.46645162,-.74360543,-1.0819288,-1.2600272,-1.5548943,-1.9056101,-1.9990565,-2.6419752,-3.2401702,-3.6380007,-4.7261925
.4670102,.16348594,-.15043044,-.37946263,-.5864256,-.84248126,-1.1226121,-1.6392876,-2.2134948,-2.8036969,-3.9565191
.43786642,.17369169,-.083747566,-.39768919,-.68607545,-.89249283,-1.3622055,-1.6512151,-2.0851581,-2.8536968,-4.0737648
-1.0393896,-1.3474985,-1.5967895,-1.8398644,-2.1491928,-2.5118186,-2.6593404,-3.1169758,-3.6753669,-4.4972477,-5.5203471
-.098379962,-.34746465,-.64212883,-1.0069879,-1.1643952,-1.5792165,-1.843688,-2.0771139,-2.9226038,-3.4225137,-4.4427023
-.038054474,-.31656873,-.61137217,-.85408819,-1.0055971,-1.5650815,-1.7967567,-2.2964945,-2.7709706,-3.0272012,-4.6367502
.47174281,.17185044,-.074260779,-.31042969,-.7292012,-.90993422,-1.2269108,-1.6209,-2.3275199,-2.9103303,-3.9615924
.53748012,.28879789,-.047886673,-.26548943,-.44019261,-.92669529,-1.1950718,-1.4497348,-2.0884058,-2.7054832,-3.6783063
.12222871,-.12736204,-.43464664,-.63515282,-1.046656,-1.245362,-1.6279773,-2.1341131,-2.5467546,-3.4184182,-4.4046879
.77876496,.50096214,.21395108,.028388239,-.28401884,-.53077757,-.90943134,-1.4585999,-2.0329528,-2.4737885,-3.8957386
-.35324517,-.61358726,-.86144054,-1.1844273,-1.484211,-1.6707087,-2.1309106,-2.5476909,-2.8984675,-3.695864,-4.6303644
-.31234774,-.5347687,-.82562906,-1.1697128,-1.3711383,-1.6227988,-1.8910071,-2.4716413,-3.131856,-3.5132525,-4.7325454
.26782328,-.0037250349,-.29857984,-.59448451,-.81060296,-1.2002462,-1.4232271,-2.0490389,-2.7596467,-3.0240712,-4.2294965
.33254185,.014076485,-.17595373,-.55033576,-.845038,-.96335953,-1.343565,-1.9279068,-2.3049438,-3.0667219,-3.9820251
.58345306,.27477926,.0023440779,-.23704,-.55126935,-.8409211,-1.057462,-1.6943327,-2.1770287,-2.7817199,-3.7145326
