p_storage1,p_storage2,p_storage3,p_storage4,p_storage5,p_storage6,p_storage7,p_storage8,p_storage9,p_storage10,p_storage11
.040496103,.073623002,.14311275,.36812726,.30361214,.53108889,.88384086,.61231387,.13622846,.023186436,.0010872846
.39103028,.63756919,.75590682,.92702556,.60955304,.38419962,.23762889,.044668145,.017631041,.0015931805,.000036906375
.26661855,.51226544,.64336234,.87356824,.48513308,.34800535,.10850135,.031718861,.0024711308,.00019205089,0
.90061158,.90008622,.72122651,.50295085,.37578025,.28759778,.10485287,.055572025,.029135415,.0039406405,.00034382232
.96087146,.62388903,.46080646,.25054657,.1895159,.051585581,.031724267,.0006404646,.000056046927,.000017488957,0
.039216042,.082777448,.20370635,.26616693,.39035144,.86078095,.94512749,.3998307,.10807269,.032798722,.0001712099
.060720939,.1170133,.25686789,.35709673,.52032632,.87092131,.98361081,.36285931,.10554864,.014412318,.00043983819
.75935066,.96602446,.87724173,.68262076,.45487875,.26212499,.18674624,.057883959,.0099227997,.0076056728,.000051179573
.31206039,.53786618,.81138116,.98089761,.75066942,.47130284,.36761263,.097609863,.038689945,.0039403732,.000037926387
.74132025,.97581637,.85723501,.62478572,.41654181,.34060624,.083775423,.079938583,.024889218,.0019706322,.000022639133
.11310577,.16395856,.2925334,.4724516,.57434779,.7221753,.99492347,.44560882,.31920639,.061081637,.012248053
.55184019,.72339505,.99179572,.75645071,.57608598,.39436311,.16840637,.056363512,.018376842,.0026147121,.000063216117
.025343407,.04763421,.090170205,.17238256,.19737676,.28392696,.67264509,.84452915,.603414,.30419177,.016578408
.84609658,.48625931,.22621022,.14094681,.049245343,.011642676,.0070348862,.00021929064,.000011086441,0,0
.42329773,.60855734,.78791863,.9697631,.6950205,.604029,.3115958,.090982258,.032447409,.0036454827,.00027328308
.0012495386,.0024486175,.005270164,.0088834865,.016169047,.027055193,.048905019,.095245309,.3281188,.6761328,.37427732
.42430776,.67419994,.84010243,.81288803,.43301097,.29664868,.28879219,.033932284,.029651122,.0049066748,0
.3373282,.17928052,.10666697,.065470815,.019831635,.015384525,.0051669101,.00092540373,.000067337372,.000037293314,0
.063148364,.13415647,.2303279,.51165891,.70436829,.9199115,.70258242,.26840359,.024679106,.0054097367,.00013562717
.56083876,.90823907,.72383708,.65035242,.42245045,.20141223,.077186331,.026402242,.0005339745,.00022602752,0
.80513567,.5371539,.32868928,.15365461,.090821542,.027492227,.020281075,.00034144806,.000033332664,0,0
.77856869,.99105406,.8636511,.60178471,.49106428,.30293727,.13284834,.066746704,.017524714,.011600941,.00012556797
.13394059,.24150088,.30017781,.49664873,.56731582,.96467334,.90630502,.49656478,.27074322,.13163708,.0088718059
.40068185,.49137616,.60774916,.75949401,.94883972,.88732189,.7548058,.50611657,.20476787,.1333521,.0056087817
.33698046,.6233418,.69471198,.90335101,.77881986,.4842082,.25652266,.099499881,.0074862656,.0058889515,.00037601928
.00035694632,.00092733826,.007125787,.010095624,.049046416,.070408262,.45320463,.81923991,.83126825,.19170107,.0010527645
.20564225,.38145441,.59687668,.97128326,.68123209,.35691088,.23170201,.059788004,.010606648,.00088214607,0
.38636869,.26151669,.15548034,.058207855,.05035669,.019913027,.0073235668,.00033404876,.00015376895,.000037607031,0
.59479243,.85591322,.98902786,.68152738,.53154689,.39321125,.20596731,.082960613,.033103492,.006195134,.00012861018
.074591182,.038364854,.012126184,.0066573028,.0022736723,.000719117,.00026094838,.00005688582,0,0,0
.61087185,.33524624,.17226654,.067984544,.031985257,.0058328267,.0041236281,.00024787855,0,0,0
.0022272405,.005655258,.012825368,.034524132,.06618613,.12063395,.41800648,.74770254,.61397958,.16734046,.0048537478
.73807007,.97789091,.67451549,.51338303,.40195894,.18141286,.092749096,.030591691,.0027876794,.000421562,0
.22608973,.40826011,.51619083,.91023493,.7092551,.68515271,.59134209,.14321014,.027837867,.0041555618,.00019667791
.2860356,.16490266,.060438566,.018722013,.016724104,.0072373031,.0010726707,.000082082202,.000015457932,0,0
