se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20
1.6668605,1.6494248,1.6289461,1.6372883,1.6087959,1.5604827,1.5767927,1.5767776,1.5657625,1.5180584,1.5061874,1.4901159,1.4822061,1.4525534,1.4591681,1.433539,1.4098312,1.3718219,1.3585193,1.3575808
1.3611847,1.3435119,1.3270801,1.3261895,1.3241745,1.2967848,1.2683879,1.2818061,1.2718805,1.2397352,1.2182122,1.2132646,1.1791637,1.2000756,1.1790431,1.1514586,1.1233145,1.1576964,1.1107298,1.0949874
.84083194,.83697706,.82874709,.81778532,.80621541,.80392051,.79404807,.76543278,.77504462,.77729601,.76443356,.74124646,.74449396,.75412905,.72750354,.71408474,.70113993,.71859515,.73265988,.68888366
2.8603413,2.8293252,2.8016493,2.762078,2.7292786,2.7135055,2.711925,2.6809177,2.6391585,2.6241727,2.5970049,2.5644653,2.5081732,2.4950964,2.4332659,2.4465661,2.4493029,2.387114,2.3666708,2.3450422
1.2719939,1.2645636,1.2544549,1.230231,1.2169009,1.1976316,1.1846131,1.1928751,1.1701187,1.163552,1.1384407,1.1247389,1.1269487,1.1000801,1.112052,1.0636344,1.082811,1.0567405,1.0437804,1.0736451
1.8146306,1.8081496,1.7841568,1.7504414,1.7464648,1.7213776,1.7125154,1.7078403,1.6724659,1.6531938,1.634094,1.629981,1.6306952,1.5871936,1.5446547,1.5716838,1.5312792,1.5190796,1.4795628,1.4970236
2.0006964,1.9848294,1.9586694,1.9427325,1.9021661,1.9061881,1.8840762,1.8423368,1.8490893,1.8445559,1.7974194,1.7757261,1.7607839,1.7764035,1.7274026,1.6850698,1.6945733,1.6572136,1.6594273,1.6122797
2.0190232,1.997275,1.9746579,1.9637496,1.9491227,1.9234276,1.8973799,1.8788899,1.8671937,1.8474696,1.8051364,1.8142705,1.7884732,1.7537676,1.6904159,1.7212124,1.7142891,1.6857477,1.6471014,1.6539539
1.532959,1.5086995,1.5048311,1.4801943,1.4612002,1.4534428,1.4374405,1.4226859,1.4003547,1.4136744,1.3910865,1.3649955,1.3547921,1.3448864,1.3017502,1.3165627,1.3257364,1.2746918,1.2611439,1.248014
1.8579036,1.8412133,1.8336003,1.7852087,1.7667992,1.7577513,1.7413473,1.70363,1.7279812,1.6979434,1.6427271,1.670446,1.634311,1.6104352,1.5945194,1.5521412,1.4985642,1.5597606,1.5323591,1.5261849
2.0769236,2.0564747,2.0364857,2.012136,1.9804573,1.9694812,1.9493619,1.9107146,1.9002345,1.8737237,1.8593249,1.8518347,1.8507128,1.8158686,1.7715619,1.766258,1.7401956,1.7342571,1.7362826,1.6859792
1.2863319,1.269011,1.2649621,1.261494,1.2207887,1.212958,1.2000875,1.2042807,1.1903299,1.1624045,1.1678084,1.1403579,1.1364686,1.11001,1.1298307,1.1104757,1.0556611,1.0679924,1.0413589,1.0594895
1.6478628,1.6255174,1.6147012,1.5953736,1.5786413,1.5605145,1.5571302,1.5247452,1.515155,1.4986911,1.4839298,1.4511324,1.4407643,1.4157077,1.4176694,1.4003347,1.3594553,1.3758441,1.3841935,1.332212
2.0043259,1.9893981,1.965788,1.9520154,1.9320694,1.9146891,1.8829226,1.8431052,1.846763,1.8325969,1.8303865,1.7756362,1.7837869,1.7582995,1.7322252,1.7081748,1.6900852,1.672014,1.6551949,1.6403499
1.665055,1.6476018,1.6335788,1.6127092,1.6037133,1.5770177,1.5709413,1.5410203,1.5303355,1.5170408,1.4896392,1.4880365,1.4557916,1.4477402,1.4173282,1.4027958,1.3806964,1.3824396,1.384596,1.3840617
1.6260819,1.6097327,1.5881678,1.5705361,1.5679333,1.5511941,1.5288779,1.4899852,1.4863967,1.4938993,1.4647452,1.4509366,1.4423853,1.408451,1.409622,1.343653,1.3957669,1.3622649,1.3391322,1.3106681
1.9451249,1.9200642,1.9025056,1.888835,1.8675926,1.8401927,1.8159842,1.8037866,1.7785395,1.7796924,1.7763143,1.7194771,1.7364286,1.7098473,1.6707367,1.6459725,1.6370841,1.6236649,1.5970943,1.59412
1.1223403,1.1074995,1.100065,1.0873234,1.0809147,1.06057,1.0592794,1.0486758,1.0457671,1.0304582,1.0125408,1.0033439,.97256625,.98875469,.96853971,.96375912,.94745219,.94698387,.92919981,.91551208
2.6674519,2.6393042,2.6133044,2.5917671,2.5598507,2.5253565,2.5022931,2.496547,2.4684415,2.4346755,2.3984685,2.3734746,2.3476658,2.3135383,2.2994499,2.2832286,2.2461908,2.2183416,2.1956775,2.1861427
1.48859,1.4706079,1.458591,1.445053,1.4184774,1.4311931,1.3958044,1.3932226,1.3766594,1.3576753,1.321049,1.3235407,1.2946757,1.2835592,1.282384,1.2554818,1.2667505,1.2320911,1.2342513,1.2006247
1.9151666,1.9014382,1.8697886,1.8539603,1.8360872,1.8268987,1.8038538,1.7531128,1.761091,1.7670876,1.7392894,1.7127215,1.670328,1.6835457,1.6583798,1.5763631,1.6065627,1.5992104,1.5622544,1.584321
