p_storage1,p_storage2,p_storage3,p_storage4,p_storage5,p_storage6,p_storage7,p_storage8,p_storage9,p_storage10,p_storage11
.49288428,.29946899,.16340566,.061081182,.029943179,.012015793,.0085963896,.00062260829,0,0,0
.41672578,.69068676,.939008,.61192805,.27110481,.11561266,.040135119,.0057755313,.00037344842,.000015201762,0
.4570277,.23431888,.09431982,.029835504,.0061997357,.0061338809,.0017557129,.00002447314,0,0,0
.10633278,.20341443,.36153656,.62258995,.99941027,.59469569,.38765121,.13919501,.04180374,.0014693629,.000010347001
.52730048,.84655184,.89720964,.49297202,.34942463,.14922091,.057808306,.016951632,.0010160879,.00010386036,0
.9938947,.7038545,.51656008,.28012082,.13918683,.071742758,.027408967,.0050613857,.0010217656,.000086475076,0
.20439434,.50416255,.90057898,.59948373,.29996225,.097405478,.01434722,.00087661488,.000076535238,0,0
.50544256,.87676001,.75318015,.48264974,.2412128,.1573915,.047798175,.0038838072,.00015650534,.000018944034,0
.77118236,.42920345,.14648101,.073509768,.017032111,.0023950513,.001261352,.000022507691,0,0,0
.3423472,.53594393,.8327288,.77487135,.52198845,.24359253,.21127097,.037668265,.0080612814,.000045621924,0
.34809449,.61505908,.87711358,.65027726,.5125168,.30106398,.13917705,.017499866,.0011087486,.00045016888,0
.72383273,.96477324,.79979903,.54962569,.39687017,.23025228,.099798866,.018421488,.0023493888,.00080289412,0
.86732179,.73294955,.52741504,.35236174,.17351134,.12259251,.040822558,.0057810997,.00041531489,.000022264818,0
.014473894,.049043898,.11496361,.36309266,.58692718,.96877563,.63601625,.071497396,.013179334,.00069032446,0
.95663166,.6441924,.46225139,.27239731,.079282999,.018485194,.011371462,.0013867579,.000070819224,.000018055338,0
.023327427,.047931869,.088815004,.20939124,.28067741,.58193749,.80545467,.6410228,.31070825,.061976954,.00083191018
.85269368,.93966872,.70531869,.45379817,.30122,.14115119,.10472507,.015033176,.0024394863,.00021534301,.000057476766
.34392816,.58539069,.85543227,.70522755,.3828842,.28681564,.085846946,.025847098,.0031153467,.000010198899,0
.84958506,.88619393,.5606271,.43808633,.23675677,.15347266,.070835993,.012292565,.0023696253,.00044706982,0
.15201473,.38220012,.66271299,.9232899,.41422763,.27579275,.090286992,.0089689074,.0010908325,0,0
.2901898,.11840855,.053752147,.019859063,.0061003109,.0023444006,.00025948367,.000016062151,0,0,0
.075395368,.15421832,.30363473,.57299989,.81804079,.90255129,.60077405,.27921429,.024711078,.0029603799,.000042765951
.24483851,.46315128,.74062109,.79963702,.55597353,.23451309,.11614966,.018178551,.00052393187,.000062392217,0
.046077143,.10408942,.24979959,.39405859,.71364427,.92501181,.64043015,.21077162,.026477413,.0062499368,.000010411482
.10023405,.030897593,.0034436919,.00036963253,.000033821132,0,0,0,0,0,0
.78191417,.98581231,.8299579,.63292658,.39119345,.26921597,.17122106,.035489094,.018736469,.0033668575,.000089991525
.094475679,.026702305,.0063016112,.0013773808,.00018251364,.000025167054,0,0,0,0,0
.023137655,.083169878,.21206255,.49983576,.88833249,.63112992,.31199539,.069566257,.0048371754,.000012474618,0
.020429041,.048277091,.089363873,.21384571,.38917241,.66368461,.89967591,.37716925,.090830334,.0067622489,.000097589109
.51268101,.84914291,.91697806,.5860464,.32057011,.17696978,.085042804,.010031778,.0010841723,.000050820479,0
.96298712,.53250599,.20626846,.090156175,.020724121,.022220129,.0022738769,.000034597782,0,0,0
.13691515,.24017388,.47976598,.67545253,.94645697,.71439832,.38694736,.10047627,.019255335,.0046107313,.000027491611
.12392836,.21080324,.3903634,.52361983,.72694141,.93545723,.74629802,.21610394,.069409907,.0042699771,.0015418273
.80827028,.84827274,.56366026,.34164521,.16196929,.079553977,.019149166,.0019739759,.00058586086,.000031880867,0
.74963266,.43978444,.26721013,.10460412,.052525967,.026666557,.0032231603,.00062750775,.000010876992,0,0
.35098478,.13392395,.030172123,.011657805,.0034448863,.0003900445,.000043577333,0,0,0,0
.27774286,.52853757,.94615352,.90641153,.37468064,.27173725,.083100453,.0090662595,.0011604982,.000026580597,0
.098359749,.27014789,.40991521,.65993005,.98128635,.71688223,.29929313,.091607615,.01086955,.00009977325,0
.40300229,.66784102,.95954674,.69830781,.39056933,.19289881,.13001718,.017702026,.0014819283,.00025251522,0
.76435602,.9669463,.64270908,.39972597,.11106657,.043802444,.034299377,.0032626418,.00050644047,.000046434645,0
.51860428,.87121373,.74381274,.45970941,.20956089,.084168524,.056243926,.0026002568,.00062886532,.000013242689,0
.1596234,.33161935,.52082431,.74468344,.87462884,.57132947,.39567217,.059570588,.0078336122,.001743487,.000016872875
.71083593,.87363166,.64721382,.40988955,.1813682,.11744836,.02305264,.0016996742,.00023742707,0,0
.12345884,.35858729,.60424018,.99652761,.53375995,.29370189,.071914546,.0042695561,.00083820609,.00010674772,0
.0017581923,.0047939792,.021312691,.041884884,.11044315,.24107125,.67947757,.70922607,.19269063,.019265434,.00032723285
.1554876,.30276185,.67116374,.88150781,.54309458,.31501156,.2152988,.024508236,.0014742782,.000022699956,0
.49384153,.72604448,.84857762,.63125747,.32930398,.17527717,.086585835,.022909204,.0044329185,.000047991758,0
.61430705,.93514729,.75724077,.43787923,.25735959,.095752247,.036538489,.0071811485,.00027567972,.000024599574,0
.069224067,.13586557,.27536324,.47027582,.74466437,.99756461,.79023898,.14518778,.084523499,.0031097378,.000016560383
.14141971,.23606314,.38157162,.56749099,.79652876,.89478862,.74914783,.37765917,.14842199,.023248635,.0014316377
.17290816,.31292394,.63769299,.81555164,.82490259,.4887898,.29387599,.050203007,.011104055,.0003568813,.000014051388
.27838084,.61262465,.75654072,.87297082,.60609329,.45190668,.16963273,.014464765,.0038879064,.00031054529,0
.54587185,.90545267,.82356447,.41311017,.25165939,.087264575,.049474761,.0035318558,.00010012876,.000039207291,0
.81693596,.82917899,.68442583,.50241077,.28383216,.15599087,.1194277,.015417164,.0025757749,.001370715,.000036240079
.10115495,.18925059,.30966067,.55253661,.6922093,.93641043,.72447515,.38111266,.095102631,.037245132,.00054429384
.30943292,.11435998,.018441547,.0059040408,.0018517993,.0005768949,.00009633568,0,0,0,0
.36979124,.74683744,.77260977,.46207219,.24578407,.10390603,.034267917,.0038287058,.00021358031,0,0
.43660051,.75557923,.88150859,.48625234,.21215281,.1057183,.01616377,.0040845177,.00050489634,0,0
.11782624,.045529652,.016627969,.0078018536,.0018293659,.00047232999,.00019231108,.000022085762,0,0,0
.91104841,.69163984,.46882278,.22974223,.17557192,.068726957,.037870053,.016104562,.00098336278,.00022877248,0
.97012478,.75316399,.5568096,.40523392,.32407627,.1174743,.084789738,.02428286,.012522004,.0034698595,.000063933556
.4519664,.79053938,.90548742,.60855871,.23412862,.1448217,.05351422,.0098999506,.0001775157,.000039909552,0
.17949116,.46657771,.9022029,.48613858,.26670316,.020369427,.0065895268,.00034678905,0,0,0
.7364223,.72843695,.24978426,.081863694,.0026362229,.00074139982,.00012916146,0,0,0,0
.096504696,.2884748,.62694871,.95155388,.53705454,.2262641,.064130671,.0052305511,.000171003,0,0
.4877539,.23573428,.093342662,.023926225,.0041528079,.0018345726,.000082136554,0,0,0,0
.58771539,.35150889,.15327267,.044128776,.018066186,.0084169991,.001664246,.00012430181,0,0,0
.52551454,.99287951,.47036144,.15898092,.050691634,.0047463821,.00067317061,.000010945713,0,0,0
.62874925,.98366857,.7979157,.42182848,.1978468,.14953403,.049098086,.0044114157,.0014342645,.000027230495,0
.30844346,.62085903,.99672186,.67197531,.33538955,.14579044,.063368812,.0026811475,.00029622851,0,0
.64749849,.40667343,.21543835,.076028585,.048112527,.017337058,.0092044799,.0015822906,.000023255989,0,0
