b_storage1,b_storage2,b_storage3,b_storage4,b_storage5,b_storage6,b_storage7,b_storage8,b_storage9,b_storage10,b_storage11,b_storage12,b_storage13,b_storage14,b_storage15,b_storage16,b_storage17,b_storage18,b_storage19,b_storage20
-.68566793,-1.6557411,-2.6764445,-3.6436081,-4.6847935,-5.6325922,-6.607089,-7.6988015,-8.5093527,-9.6406727,-10.574656,-11.570366,-12.658264,-13.418056,-14.638845,-15.513692,-16.502926,-17.729437,-18.694979,-19.536623
-.71771574,-1.6989309,-2.6432025,-3.706697,-4.6670651,-5.6852989,-6.7103529,-7.6834383,-8.6223812,-9.708189,-10.621099,-11.658319,-12.59346,-13.568281,-14.574611,-15.572794,-16.538588,-17.493652,-18.600185,-19.507175
2.7049859,1.6960531,.59058982,-.34761429,-1.4097892,-2.5228484,-3.4378462,-4.4935088,-5.4875965,-6.5189815,-7.5535221,-8.5225935,-9.7731743,-10.649068,-11.738037,-12.59951,-13.77367,-14.862462,-15.622387,-16.712706
1.3559752,.31586388,-.67067122,-1.7341452,-2.6645985,-3.6734667,-4.6235361,-5.7489972,-6.7555165,-7.7719655,-8.8213186,-9.8144865,-10.785781,-11.725518,-12.808048,-13.849159,-14.803978,-15.819282,-16.919167,-17.729927
-.59889734,-1.597941,-2.573802,-3.5636942,-4.5699234,-5.5929327,-6.5804501,-7.5705266,-8.5641298,-9.6311703,-10.412439,-11.492095,-12.458333,-13.527211,-14.448042,-15.397037,-16.337217,-17.541901,-18.529686,-19.464539
1.4244002,.40167221,-.60496831,-1.6337827,-2.6042471,-3.6516066,-4.681005,-5.5602283,-6.6518569,-7.7111211,-8.7609215,-9.6807938,-10.716866,-11.788847,-12.68784,-13.81829,-14.72213,-15.753847,-16.89089,-17.910587
-3.7975993,-4.754127,-5.7028742,-6.6152487,-7.6918178,-8.5670395,-9.514082,-10.554707,-11.392947,-12.4727,-13.373471,-14.401688,-15.436277,-16.37705,-17.218233,-18.202564,-19.162672,-20.295938,-20.98629,-22.059875
-1.231975,-2.2142282,-3.2192991,-4.1744714,-5.1118956,-6.2405629,-7.0761466,-8.1915779,-9.0674753,-10.177994,-11.169704,-12.065764,-13.051219,-14.067356,-14.971788,-16.046965,-17.024109,-17.920446,-18.902561,-19.916117
-1.1501815,-2.1582384,-3.156425,-4.1141653,-5.0442972,-6.096128,-7.0703425,-8.0256929,-8.9857721,-10.050235,-11.08485,-12.010073,-12.90425,-13.911504,-15.092754,-15.986331,-17.016985,-17.893314,-18.895252,-19.978905
2.8513231,1.8056693,.83418334,-.24090599,-1.3474725,-2.2945917,-3.3682544,-4.289196,-5.4382195,-6.3607254,-7.3813877,-8.5020685,-9.5146542,-10.484055,-11.495148,-12.483801,-13.566729,-14.538024,-15.620145,-16.580833
