se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11
.4539457,.45359746,.46101055,.43861237,.48125786,.44391128,.43098268,.43204212,.44436049,.43242326,.46687889
.77139556,.75654477,.75821131,.74465239,.77470195,.77625412,.78668213,.7625131,.6969943,.78281826,.73208433
.713256,.70627683,.68252182,.73280364,.72238469,.72107375,.69248044,.64011794,.68563664,.68941069,.65382802
.6106708,.59947062,.63153225,.62163705,.60929471,.63708764,.58727431,.65459734,.61024517,.61588913,.61703515
.78803563,.8180902,.77089858,.77774757,.74760193,.78912508,.74120891,.7602675,.72075105,.7318818,.71783441
.70930314,.69084948,.70658624,.70058465,.70878595,.7213335,.67404771,.70262039,.6715287,.72990972,.71243829
.52908206,.53076798,.50422955,.51867038,.51808828,.54811156,.54225093,.52731043,.58268112,.55645448,.58723235
.67004234,.6650185,.65083361,.63976604,.65712303,.67357999,.65683985,.62911946,.66860443,.62327033,.65793133
.72711462,.73329782,.72695482,.72685617,.73037809,.69961607,.68755311,.72677094,.66612637,.70276242,.67339247
.63292551,.63701618,.61935461,.61609679,.62781578,.61643654,.62616032,.66722405,.62740773,.63236803,.66872853
.54398817,.54501909,.5340333,.55007267,.59954798,.56906235,.54296255,.59947115,.51451075,.59862506,.51393324
.45485011,.45528561,.4382267,.44210613,.44620609,.43244517,.45943499,.42903975,.43760186,.44022739,.48306316
.37293053,.37838796,.38564819,.35530183,.39072967,.40797758,.42197147,.40352252,.39805982,.39990446,.4415848
.83895046,.8361218,.83697236,.85451573,.8602764,.82509953,.85767347,.7864238,.83563155,.82625717,.83664155
.59548408,.60561156,.60010332,.59564346,.57593703,.6121769,.59740484,.57344186,.58224273,.57462442,.59261721
.53163421,.53156286,.53188515,.54913145,.53838956,.52919781,.54796672,.53059268,.52568907,.53703308,.53408271
.87568122,.8822341,.86548924,.86567271,.88300884,.85566646,.85354954,.8768484,.86171263,.83335119,.8561815
.61861151,.62216377,.62476069,.60585421,.61285079,.6080448,.64260292,.65433604,.63478935,.61910754,.67270344
.67786068,.67723399,.66905314,.6809693,.6605823,.66278267,.66340077,.69253582,.65545112,.68833762,.6158787
.58660638,.6008395,.58207124,.55178422,.60156727,.60123622,.62677836,.5874595,.55690295,.55183941,.607903
.40059111,.39558157,.40264544,.39938241,.39378977,.39844641,.4031494,.4346799,.39394245,.38183206,.39905944
.63175291,.63015079,.628142,.65291101,.6177088,.60205388,.66499281,.60119158,.69586766,.62708479,.6558733
.83448601,.83665985,.83172911,.81525367,.80911708,.83761889,.82009602,.81903654,.83037043,.86697078,.79333073
.77097821,.77954197,.77826667,.7643345,.75772464,.76021045,.79496664,.7612282,.72563821,.74418432,.71318328
.53894097,.54047149,.52819949,.55158693,.53151536,.55539638,.51613247,.55445594,.50032675,.50910825,.44956031
.63475776,.63553399,.63767666,.63272649,.62405145,.59578234,.62504786,.58772427,.64602137,.63629198,.63424355
.52721131,.52529895,.51985228,.50293648,.51570338,.5384624,.52313906,.50603378,.52370274,.50028664,.55162948
.8179903,.81698924,.81606615,.81177258,.81932253,.76967335,.78559065,.82111657,.74872673,.73569924,.80177903
.51099622,.51597512,.51062632,.53730756,.51335812,.52870125,.51903385,.4885779,.53034282,.52222776,.55791664
.55255151,.55014074,.55473095,.56225425,.5529924,.53447104,.55415547,.54853201,.60024768,.53957564,.51354218
.46282426,.45224109,.45428753,.46301648,.46557853,.47769636,.42140719,.4689061,.43994752,.34773764,.40390715
.64141101,.63165808,.68707365,.63251662,.64077538,.62269807,.65790647,.629668,.67063349,.63177586,.70905244
.68109292,.6909579,.66518146,.69689357,.67800212,.6672442,.663185,.62736309,.67524415,.6342026,.58912593
.71795177,.72332317,.68971956,.69340599,.73586756,.72232437,.75251281,.77739161,.69764555,.74437428,.71912354
.74545383,.74689049,.7530871,.75435251,.75122154,.70519799,.73340166,.71993887,.73940676,.72638047,.73273462
.66461045,.66423941,.65597063,.66850156,.65915823,.68094105,.66120476,.6714102,.63697571,.61529535,.63981622
.57580662,.57842356,.56688172,.56970865,.57723832,.59327585,.61381322,.57161683,.59527999,.54737329,.57177645
.5072881,.52212799,.51499856,.52196527,.5067541,.51161379,.51691312,.53823352,.49556306,.51786339,.51225019
.57788193,.57346743,.58281332,.5658471,.62728906,.56122178,.57512879,.55423772,.54875112,.58733165,.5719642
.73187542,.72842026,.72508067,.7270382,.71449852,.7489621,.67792547,.69541293,.7657817,.70342535,.69280338
.68693918,.6784023,.67316747,.67272735,.65855598,.649248,.6758396,.64340007,.64687991,.61382455,.64348888
.32628199,.3171007,.31556013,.30671477,.33760321,.32400665,.3024658,.30186102,.3308548,.30947465,.314668
.62585521,.61734688,.60467106,.66474086,.63439876,.60490704,.61816442,.61959624,.59911168,.61833107,.65281671
.38614529,.38457754,.37274936,.38896483,.38101938,.36639827,.36621249,.32901978,.38573495,.3935692,.36507225
.74952704,.74084252,.74830425,.73602986,.72796214,.76426363,.7832312,.72231793,.73006237,.73108673,.69858748
.70249051,.70312691,.69707745,.70051634,.72256178,.6738416,.708579,.71356434,.68017751,.68295044,.67799115
.71390015,.69460034,.70053834,.70330274,.70828062,.69354075,.7165696,.65601784,.70452285,.68862623,.74714702
.73181289,.74086064,.72721356,.76983023,.73864996,.78917861,.73273402,.73039776,.76302218,.71588886,.81191498
.65324783,.64730698,.65652329,.65527421,.63880056,.63459575,.66021866,.62345409,.6881637,.66827708,.67942691
.57941061,.580311,.58822376,.59028667,.57388371,.5899837,.54341871,.56154817,.54779863,.55811262,.54876053
.55272508,.54466265,.56280643,.55685252,.5585767,.58773166,.58682621,.53104174,.56457317,.53687745,.53386438
.88174486,.88740325,.87294984,.88423693,.86459911,.84639221,.868604,.84196645,.8678869,.84003162,.87484634
.77687174,.79811281,.76886064,.73787814,.77310735,.77019936,.73417163,.78513092,.73622984,.75122273,.81839961
.64408869,.63307017,.62722081,.62145483,.61562848,.60269773,.56561345,.60557139,.56708801,.61259508,.61590415
.57924569,.5764581,.5729022,.55960131,.56746614,.57640612,.54691643,.52243,.59016991,.61024576,.57915968
.70306629,.69809121,.71305704,.70403481,.74182063,.69021869,.68624938,.67933559,.65200275,.68281519,.63515598
.94159019,.95486355,.92863935,.94183314,.93990117,.92428291,.89791185,.96314442,.93319935,.91313368,.87304062
.62780237,.6244753,.63397658,.62116635,.61278415,.61474484,.63943338,.62276298,.597018,.63268983,.61808741
.56383449,.55566788,.5482108,.55951291,.54847932,.54854983,.56622964,.53278631,.60617107,.5442276,.52327693
1.0557101,1.0511976,1.0614429,1.0410016,1.0196786,1.0324091,1.0288445,1.0058455,.98362935,.9631772,.98411536
.74385399,.74415183,.72784603,.72742862,.67515558,.75758904,.69738847,.72443736,.69520193,.75115639,.68810487
.51803279,.53969729,.51420993,.51959765,.51453269,.52182364,.51706499,.58307785,.54534811,.54581022,.57608616
.58355159,.5833717,.58483917,.58101743,.58349293,.60412335,.55980372,.60918725,.56296086,.5689984,.60590351
.94056886,.94940656,.92400998,.92396444,.93308103,.91919446,.90099418,.92392498,.91151875,.90192276,.88899899
.57084459,.56604481,.56540942,.56056631,.55616945,.56910169,.5460009,.5810678,.55357403,.47635752,.53555757
.51474386,.52300465,.51730478,.52100492,.51400405,.54757082,.52513576,.49015856,.48580989,.47403949,.50574583
.75318038,.74955487,.79851341,.74810612,.740224,.72790861,.75204092,.69495064,.74619454,.74470425,.70967799
.84878969,.85093915,.85002178,.83074939,.83190531,.8568697,.85406989,.83444083,.80594969,.80287528,.83810741
.56919652,.56637931,.5720529,.57947356,.54370159,.57747257,.55681175,.58310306,.5900799,.58018297,.60806459
.64578134,.65148139,.63684094,.64254189,.64002669,.627042,.62957829,.66400069,.61541581,.63548368,.58264804
.55894709,.55642015,.56282079,.56200469,.55518442,.5254395,.5389663,.53509945,.52997863,.52109581,.53647512
.50997978,.49255785,.51549935,.46920776,.49894261,.48830381,.50106859,.47009766,.5152899,.5328871,.49015298
.46387851,.45758399,.45463017,.44656086,.46082762,.45043692,.47410712,.4318831,.4644579,.43952581,.42193803
.68976408,.68940049,.66980743,.68048978,.71316254,.66815132,.66176617,.66843814,.6784867,.67451322,.65081245
.51082653,.52591884,.51554787,.49738479,.50656152,.56820178,.5290544,.50344133,.49956036,.53743106,.51765096
.47940689,.48316681,.47663933,.46711057,.48821139,.4795801,.46463671,.47464201,.47294354,.48686224,.49898112
.64037836,.62321287,.62753606,.63465661,.63669366,.60942477,.63531345,.60334903,.58706433,.60728514,.56545281
.69059169,.70199537,.7039749,.68653923,.66471034,.72041059,.73617613,.69466788,.70731682,.78127271,.74800563
.51911026,.51463383,.5232504,.50490856,.54645705,.51213503,.51882315,.50414151,.51215935,.5080961,.55698419
.7690286,.77389508,.77204037,.75850737,.74764526,.76656139,.78344995,.7461226,.73390895,.73222965,.72985584
.56047642,.55927074,.56965703,.53560674,.57471776,.56582421,.55633414,.52640831,.5710057,.5614692,.54309005
