p_storage1,p_storage2,p_storage3,p_storage4,p_storage5,p_storage6,p_storage7,p_storage8,p_storage9,p_storage10,p_storage11
.39772835,.83996344,.69659311,.21180844,.052224483,.0093066161,.0022874298,.00001982038,0,0,0
.4188104,.79644907,.73501611,.38321182,.13751002,.049481172,.02121859,.0007008246,.000045797919,0,0
.14451797,.47312826,.9686203,.51171106,.13887452,.028896926,.0087750414,.00010456057,0,0,0
.10070006,.58922029,.74203473,.30343255,.13879643,.012587365,.0021237179,.000011972596,0,0,0
.061688073,.26048777,.6517275,.62245083,.27657661,.066616751,.010028106,.0001473302,0,0,0
.036991321,.13056809,.35810766,.85945934,.61010545,.34700513,.10654294,.0041813464,.000049010625,0,0
.53845686,.25820175,.11730441,.047967367,.010531001,.0042807339,.00078705826,.000021981237,0,0,0
.44027075,.18369818,.074338958,.032104183,.003837504,.0006022848,.00022913569,0,0,0,0
.12916787,.33531025,.6885339,.8681857,.43712187,.13546701,.078629777,.0028704407,.00022123962,0,0
.3536191,.12575848,.024394656,.0043085818,.00034175391,.0001362232,.000013420314,0,0,0,0
.66439831,.9941389,.59163874,.37087491,.21137688,.085410796,.030040048,.0017488445,.00014953852,0,0
.97318745,.57778639,.35097691,.13585399,.034212127,.0083769932,.0016845919,.00018533444,0,0,0
.47706428,.19648601,.08601708,.024108872,.0047395364,.00099575019,.00031507245,.000020039339,0,0,0
.46554953,.80177522,.72050595,.37636745,.20006683,.054111365,.023175964,.0015155715,.00011126796,0,0
.4385964,.70005071,.89275295,.52563232,.30542213,.10163512,.050855037,.005185911,.00033376011,.000010844434,0
.67494959,.41471255,.24485798,.1170948,.05324728,.031293679,.010711838,.0010326417,.00010603032,.000011316236,0
.037050974,.16991323,.57026011,.87617397,.38793436,.1011219,.011838734,.00010682703,0,0,0
.46081978,.19190131,.062831342,.014491822,.0015319716,.00029492451,.000056345092,0,0,0,0
.031897977,.10647766,.26292872,.67447752,.77887183,.394366,.13836832,.011093741,.00029842404,0,0
.74207377,.36842853,.14918135,.046262253,.0071705231,.0032651734,.00056355644,.000031133663,0,0,0
.38625002,.12916465,.023862923,.0042567258,.00034959213,.000060975864,.000011621063,0,0,0,0
.17326108,.39164644,.73119658,.93824935,.49657074,.20205508,.056909516,.0061307261,.00010693318,.000010333972,0
.069021747,.26134232,.53130656,.79482889,.59583873,.26456565,.062373068,.0023221574,.000015928805,0,0
.76199806,.26678485,.046318989,.002337334,.00014900585,.00002590777,0,0,0,0,0
.95963359,.45361307,.11650356,.01752452,.0017656217,.0003690939,.000030708994,0,0,0,0
.80462277,.52794051,.25921056,.11126801,.042131092,.016159255,.0020533372,.00019561207,.000021495844,0,0
.53753906,.16267139,.026321279,.0032145823,.00028525002,.00004187593,.000010256572,0,0,0,0
.74189818,.54863536,.11832199,.010227514,.0012429204,.000097397526,0,0,0,0,0
.11473747,.29552275,.68152988,.90576941,.52179962,.19704616,.096941009,.0018685317,.00018489594,0,0
.59116209,.91708773,.41668221,.12618077,.011611842,.0034054499,.00058438804,0,0,0,0
.94039565,.42696446,.14198712,.019054238,.00096060906,.0003736871,.00003590923,0,0,0,0
.97748178,.33971125,.065786578,.004633157,.000829308,.000079929334,0,0,0,0,0
.050058283,.11651465,.25720972,.481051,.81963372,.80608332,.51100087,.23069336,.04256447,.00092205027,0
.94916511,.57461303,.32162136,.19824548,.043144956,.018511016,.0048062657,.00039972574,.000024168958,0,0
.16628923,.030461911,.001883305,.00026619414,.000015651036,0,0,0,0,0,0
.6064111,.80969554,.30312765,.075495459,.012743817,.00079782377,.00012927539,0,0,0,0
.36310443,.15908109,.032178555,.007587397,.0024567046,.00059973978,.00015743551,0,0,0,0
.046011347,.14306676,.34485969,.73056614,.78762585,.5312416,.1893197,.011546562,.00091029244,0,0
.5446648,.94358665,.53891093,.1764815,.04828601,.027185261,.0039369431,.00026600936,0,0,0
.075316347,.21895136,.49538726,.99490851,.50699496,.13919368,.050416175,.0024414507,.000017095914,0,0
.9892118,.45758262,.16892521,.065315068,.012691559,.0039244024,.00010170702,0,0,0,0
.46263799,.88793653,.56516618,.24366656,.066837221,.010783748,.0036851286,.000054305729,0,0,0
.27195808,.50583291,.86415392,.69349235,.3927722,.21795528,.10689913,.009659701,.00076095603,.000012177483,0
.22264571,.048436519,.0060079326,.00061651244,.000079030346,.000012843768,0,0,0,0,0
.13237098,.27940917,.48472723,.87004173,.73829013,.33390316,.21403797,.029560277,.0028507209,.00026623296,0
.56910193,.96877003,.64903754,.29996783,.12788403,.047429461,.016778463,.00093183742,0,0,0
.90535909,.41830915,.1789691,.028868692,.0084885173,.0011652296,.00012886022,0,0,0,0
