se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11
.39079994,.38756591,.3875373,.39165005,.39607981,.39064863,.3863177,.35445905,.39648286,.40083584,.40966326
.49009684,.48576686,.47968739,.49914628,.47810599,.47250795,.46276557,.47517675,.48676378,.48814052,.43534607
.58926368,.59654158,.58400285,.58311653,.61897731,.5808211,.55669582,.54794264,.58520347,.57065713,.53469491
.59573811,.59723014,.58606255,.59561968,.58810884,.5948835,.55616581,.57699013,.56159055,.57486635,.57198298
.62956524,.63650358,.63417655,.61464846,.60409147,.63784355,.62167048,.60716003,.6127184,.65286219,.61293018
.48533493,.49264011,.48402989,.47960964,.47672027,.45658514,.49072492,.45585996,.47684288,.46882889,.43883193
.50805479,.51388299,.50052398,.50883603,.49194396,.49929142,.49456921,.50448924,.48527366,.5053041,.49134067
.3207776,.32399815,.3224228,.32514015,.30838066,.31981882,.30948064,.31585908,.31075737,.3051818,.27319241
.28178865,.28001964,.28362018,.27513483,.28012264,.27043006,.27362499,.29988447,.27647996,.26290804,.30029786
.47988003,.4810788,.47339073,.48694023,.47589815,.47196603,.45650697,.48961809,.469302,.44856554,.50048089
.46082452,.44488749,.45984882,.46652064,.45774394,.47443423,.4161576,.45751306,.43799657,.43345141,.43460616
.50131208,.50602967,.50686717,.51987606,.50115687,.48975688,.49121705,.49125084,.47344625,.50520474,.48362565
.27384305,.27918217,.27440098,.27770436,.28136697,.26227507,.27134085,.25953031,.29086247,.269265,.26240167
.36075252,.35763869,.35207376,.35801351,.34831104,.37102076,.34825242,.33528733,.35245591,.32265258,.3379733
.46545154,.46429357,.46532547,.46194771,.45658088,.45980078,.44474745,.46676847,.46768284,.48814186,.4533678
.53303957,.53101379,.5265215,.5271824,.53827405,.52428776,.50957388,.52935654,.50915492,.55056995,.51847589
.38693744,.38415882,.37102282,.38457301,.3946119,.38187471,.38127014,.37826425,.3941603,.37383023,.36423865
.49238941,.48690474,.49077448,.4844425,.47409606,.51616293,.48298377,.48253757,.5079354,.48991087,.48649529
.47552112,.48056313,.47535813,.47391346,.47940221,.46796393,.44778851,.47194615,.43606424,.49562615,.4492535
.44920218,.44926053,.44498962,.44415995,.45705163,.46929049,.45038021,.46865445,.45592868,.5065403,.47228277
.33715045,.32938564,.32867977,.34591386,.34276944,.33169195,.34874511,.33592752,.34149289,.33636311,.30838865
.46046942,.45580441,.4711358,.47301042,.45845622,.43600619,.44114649,.45079568,.47271425,.45586568,.42568862
.47505686,.47462377,.46639678,.46785989,.46647188,.4907572,.45939341,.45907199,.48799145,.45722592,.46482891
.50969678,.52142763,.51014966,.50248444,.49567476,.49950278,.51143706,.48394409,.49918824,.50628543,.47206572
.35431784,.35308489,.35521927,.35619628,.37354901,.34043127,.36826193,.34395283,.34539965,.31956416,.37404296
.37703431,.37155852,.3828468,.38698608,.36491057,.36832786,.35671639,.39523953,.34908029,.36911085,.33347946
.44433239,.44794285,.4370819,.43950555,.4447616,.46369398,.44320858,.43137431,.45126122,.40389672,.4630177
.30264243,.3082681,.29492193,.30395964,.31149656,.30211321,.27897799,.28829756,.27897799,.31340218,.33064348
.4172107,.42148882,.41402754,.41898763,.40657231,.42744884,.43315727,.40709522,.41796529,.4160468,.43175483
.55648506,.55331087,.55563349,.56952941,.55623066,.55051297,.54968297,.55584466,.5303002,.53971398,.54699349
.49625155,.49209487,.49829742,.49843317,.50080717,.48091102,.49972409,.48425439,.48790109,.49145538,.49143884
.36110881,.35749492,.36564481,.36299536,.35932577,.36570641,.37395924,.37921026,.36224625,.36985168,.41442153
.49638152,.49340051,.49063638,.49277267,.48354271,.49050143,.48278883,.47978735,.46737605,.46813169,.49456933
.4536514,.45159078,.45103607,.45942232,.44421178,.4347631,.44403633,.44714889,.44323781,.42659602,.43060815
.36474308,.35582295,.34758145,.35010287,.37479401,.36734998,.36043704,.333471,.34586841,.37612113,.34781301
.37846205,.37218809,.38135087,.36776361,.37416992,.39214304,.37807938,.38919592,.3848272,.3675862,.3916952
.56631249,.56309158,.55818671,.56909502,.55807608,.59900677,.57671738,.56757647,.56296569,.5818609,.56786484
.41065609,.40618286,.41842371,.40946376,.38941431,.40155497,.40597609,.40803629,.41458628,.40762857,.39698339
.57540846,.57585704,.58745271,.5780074,.58683878,.57517421,.56652063,.57369834,.56185097,.55439484,.55387437
.56574088,.56194633,.56570035,.56827712,.55531567,.56498462,.54595292,.57783484,.52622974,.54154038,.55814803
.26945284,.26982293,.26803765,.26232567,.25358218,.25885898,.26135018,.26457059,.26319721,.27723557,.27528679
.40227157,.3891674,.40286988,.38832778,.40732345,.3982901,.39980561,.40918735,.38821092,.41303468,.38401401
.477808,.47578752,.45934761,.46117774,.45381555,.45095,.46719667,.45831677,.46105674,.4300307,.46482205
.36488548,.36433867,.37089184,.35764027,.36869106,.38443077,.37856591,.37386212,.37560254,.37492856,.37434727
.54714286,.53920382,.55637008,.51831126,.55798823,.52598375,.53645849,.52543277,.5419212,.51933867,.5396682
.33094305,.3323243,.33480889,.31679884,.32164738,.32633254,.32778686,.32617292,.32351556,.33181819,.33241382
.39645314,.38548571,.39003551,.3912504,.38579389,.38123491,.39740229,.39281949,.41533074,.39169809,.39045018
.39337465,.38812569,.3899236,.42276248,.41420445,.4030996,.37206292,.39151207,.37541354,.419696,.35492346
.40835497,.40857795,.38956848,.40644002,.40755892,.3954322,.42342609,.42009073,.40693837,.43543336,.40121311
.52328551,.53161299,.51914501,.51628596,.51913106,.51320803,.49442562,.52542299,.54764658,.54293472,.49792066
.34222159,.33659613,.34570706,.34186077,.3373518,.34070492,.324999,.3110922,.3221252,.35875785,.32346782
.43301392,.42467692,.46043634,.4380537,.43037674,.44634905,.41258052,.42706198,.44133526,.41933161,.47136816
.34793478,.34962994,.3499015,.35018572,.33432278,.32742843,.34609592,.3315759,.29193646,.31899422,.33651072
.5812977,.58545572,.57309264,.55991507,.57808471,.56891316,.58766228,.54782653,.55221158,.55143827,.56514013
.41530707,.4132269,.41711763,.42329532,.39618263,.412646,.4128378,.40286416,.42785954,.40603262,.40567896
.41981289,.42441392,.41009066,.42107183,.42159191,.44744009,.43198135,.40653664,.43163347,.40527809,.38121888
.36281189,.35061401,.36845458,.36075354,.36028585,.36079347,.349747,.36264759,.34351566,.36606458,.32831234
.40236771,.39897534,.39272463,.39528757,.39733705,.3813071,.38436559,.38809997,.39761016,.36722368,.3975116
.3525728,.35152522,.35414681,.36189288,.35665527,.36136818,.36794478,.35956323,.37296063,.32721514,.33095586
.56461602,.56130105,.57090479,.55575681,.56443477,.54928768,.5542984,.56205457,.54842198,.56113559,.49400216
.30956313,.30441284,.31786665,.31376112,.31784725,.32289755,.31378174,.30534428,.30281317,.33665061,.30590919
.47522286,.46560997,.47339427,.47584975,.4501574,.46072033,.46752197,.47492635,.45274201,.48621953,.46688995
.36380035,.36148104,.3689031,.3859629,.36520779,.36150378,.35710353,.36550036,.36285225,.37254861,.35273221
.40948609,.40915224,.4057447,.40124518,.40456486,.38672179,.41534445,.4045817,.40798897,.38545141,.40308145
.46041888,.45924047,.45169294,.45535952,.45277005,.44729263,.4375765,.45054704,.44470629,.44620278,.42031887
.32231882,.32610908,.33243111,.3168405,.31447214,.31620082,.32119226,.3159731,.31437382,.32282433,.28092858
.58242571,.57630622,.57947129,.58387947,.57579696,.57407987,.58558643,.57745332,.57962048,.56427133,.57464898
.33473346,.33081841,.33506656,.32308057,.34167069,.34846061,.34737426,.34943238,.29569831,.3090156,.31310222
.36551383,.35590801,.36007482,.36193207,.34012842,.35899836,.35843232,.35566562,.36559686,.34253111,.36330613
.54879898,.54376197,.5500806,.5278365,.54546845,.55202258,.55858129,.55655855,.55495512,.53630424,.55845106
.37093607,.36732304,.37203324,.37526169,.37085724,.36816278,.36699989,.38505778,.36458975,.3342877,.33974671
.36472598,.36874345,.37901217,.36911127,.35239866,.38128811,.35962787,.35359111,.37522224,.41096306,.37373382
.36429331,.36258495,.35931653,.35006097,.3553631,.37136272,.35922298,.36339647,.34963629,.31904033,.37398556
.44810498,.44362974,.43449739,.44533113,.44434687,.41851529,.43921202,.44436684,.41611183,.45460463,.42489785
.38729593,.38598007,.39110482,.37841704,.38302305,.38988304,.39448985,.37899032,.35883191,.37212062,.3612588
.43959033,.43540314,.42368224,.43940336,.42028221,.4403027,.43157241,.4547973,.44568568,.43574548,.46345961
.41001832,.40954947,.40362424,.40648648,.40759975,.40132764,.40723586,.39437395,.43367863,.41532847,.4134562
.4364554,.4478972,.43466213,.43917885,.43365666,.44920111,.4450711,.44602776,.42232928,.44750497,.41536021
.68538231,.68235534,.67710727,.68611836,.68104464,.69484258,.68274522,.65429938,.66187501,.66437244,.6833396
.33916622,.33796155,.33496189,.3330197,.33884698,.33798277,.33889446,.34490684,.35953602,.34787476,.34050283
.4228709,.41794828,.42302665,.42943424,.43478748,.40664658,.4410198,.39823288,.42300472,.42332631,.41476518
.4439469,.44014826,.43122962,.44769582,.43522912,.44076172,.38557288,.45477867,.4600291,.41471627,.41996631
.40173528,.40147108,.38063651,.38115734,.39324483,.39769897,.3844268,.38476971,.38680583,.36032933,.36771983
.40253547,.40689978,.39993846,.41310024,.39969352,.40798151,.40458745,.40088314,.39395183,.40178236,.40830299
.4067401,.41595909,.39884403,.40592375,.40520269,.39938492,.4269273,.40413409,.39417884,.41028062,.36758605
.49119309,.49573883,.49441263,.49065667,.49573854,.49023503,.49219707,.48923242,.46198767,.47086322,.4769817
.38647026,.3825326,.37328458,.37849382,.37411746,.37278858,.35446686,.37732166,.40233964,.34525785,.34851414
.53410262,.53872317,.52345377,.5200752,.52782232,.52437603,.50047421,.53752893,.53219402,.48491019,.52720636
.49431443,.49038589,.50054789,.47960663,.50470889,.49780959,.50688148,.50236821,.50515932,.52349502,.47796747
.46727139,.46452236,.46761599,.4655852,.46885487,.45283198,.4662368,.45769784,.42498654,.41973004,.39539793
.43114731,.42932123,.4372645,.41170168,.41906157,.44560277,.41237766,.42926377,.42412618,.42554212,.43785226
.43413913,.44743982,.42972848,.42602101,.44192255,.42849508,.41234845,.43836725,.38880292,.43231285,.4265902
.28535321,.29096371,.28911904,.28581119,.28608048,.2957201,.27858952,.29208988,.24200353,.30840757,.26494834
.33350572,.32678393,.33079287,.3455078,.31401637,.32760605,.33828968,.34106645,.32482985,.34574771,.32506299
.3659029,.35947016,.35827926,.35739514,.36932179,.36844501,.3660818,.38809985,.36798099,.40015185,.38255838
.36873409,.36716563,.36013377,.36841121,.34514925,.37272558,.37633479,.36059412,.36973235,.35201126,.36154163
.54428053,.55277467,.53709531,.54141676,.5370962,.53660512,.54718006,.51706475,.54379243,.52124798,.51929706
.46329728,.4575178,.4556872,.45708969,.46347165,.43645391,.45105079,.47055611,.44391409,.40897048,.46414739
.48611909,.48292509,.48060027,.49140507,.47323963,.50217038,.48347801,.5048148,.54108173,.48952031,.536704
.56849241,.56578606,.57051432,.55454171,.56047374,.56695467,.59005505,.58513814,.52066922,.61051959,.57879919
.32062778,.32168588,.31635696,.31535959,.31667486,.32954285,.31607214,.33619598,.30505669,.27365509,.29370293
.40635282,.4052662,.40838078,.40802643,.39971033,.39504734,.41789502,.39664751,.41478413,.39714468,.4228757
.35285169,.35290632,.34249279,.35523412,.35763097,.33301598,.32832131,.34819129,.34728009,.34678555,.33008444
