b_storage1,b_storage2,b_storage3,b_storage4,b_storage5,b_storage6,b_storage7,b_storage8,b_storage9,b_storage10,b_storage11
-.11400944,-.36510834,-.62869793,-.89556867,-1.1586782,-1.3536261,-1.6108731,-2.1581397,-2.6451445,-3.1424067,-4.1298237
-.29767132,-.54220253,-.80431616,-1.0517948,-1.282312,-1.5433049,-1.7836807,-2.3539996,-2.8727005,-3.273293,-4.3308344
-.18357365,-.4325515,-.67738914,-.92657679,-1.1411362,-1.4143591,-1.700703,-2.1668785,-2.7364793,-3.135515,-4.1835394
-.014395957,-.25849998,-.50404453,-.75573903,-1.0119938,-1.2760653,-1.5393561,-2.0401371,-2.5336776,-3.0472398,-3.9746828
-.45442531,-.69665521,-.94775695,-1.2105527,-1.447104,-1.7066461,-1.9754888,-2.4619241,-2.9791088,-3.4674175,-4.4693122
-.15918304,-.41176301,-.6706748,-.91767085,-1.1446581,-1.4028744,-1.6731408,-2.2180188,-2.6651564,-3.1855011,-4.1514139
-.24346331,-.48400775,-.75107187,-.98824471,-1.2292495,-1.5036649,-1.7569891,-2.252358,-2.7749007,-3.2689068,-4.2488346
.1733342,-.09160725,-.3296589,-.5658648,-.87419146,-1.1096412,-1.3127377,-1.8285192,-2.3997443,-2.7766643,-3.8793395
.2702218,.0073656067,-.22816631,-.5003885,-.78450298,-.99587214,-1.1901917,-1.7349277,-2.2537949,-2.7304673,-3.7334657
.08946193,-.16420375,-.41698226,-.65586442,-.91192651,-1.1781719,-1.4815613,-1.9204113,-2.4473598,-2.9683433,-3.9441111
-.27886549,-.53266519,-.78558582,-1.0386869,-1.2860007,-1.5115428,-1.7884655,-2.2502332,-2.7686563,-3.3065054,-4.3015957
-.087588102,-.33322531,-.58000362,-.81624985,-1.1379519,-1.3731879,-1.5832614,-2.09637,-2.6027138,-3.0714464,-4.1144047
.14689396,-.098611102,-.35893774,-.62107033,-.90484405,-1.1195486,-1.3597538,-1.8870505,-2.4013009,-2.880662,-3.9649408
-.14615302,-.39943719,-.65204293,-.89514095,-1.158008,-1.4077281,-1.6586866,-2.1639445,-2.670192,-3.1510904,-4.1423402
