se_storage1,se_storage2,se_storage3,se_storage4,se_storage5,se_storage6,se_storage7,se_storage8,se_storage9,se_storage10,se_storage11,se_storage12,se_storage13,se_storage14,se_storage15,se_storage16,se_storage17,se_storage18,se_storage19,se_storage20
.88633001,.87814772,.872935,.85941315,.84794843,.83933443,.84760463,.83448458,.8367064,.84653109,.84681678,.83028018,.83430666,.81256413,.8008076,.81474507,.80523348,.78838277,.78864068,.81286162
.69785053,.69002247,.68426001,.68620729,.65290403,.68603939,.63842398,.64770508,.64593881,.63858205,.61323816,.62236404,.60422099,.63185447,.61333358,.57960749,.55720943,.56868076,.53452247,.59628922
2.9451694,2.9221423,2.8756051,2.8499455,2.8087513,2.7793767,2.7575867,2.7221227,2.6829181,2.6443903,2.6468031,2.6110802,2.5455868,2.5497651,2.4896567,2.4588552,2.4485211,2.3947225,2.3690093,2.3489494
2.362927,2.3342004,2.3142526,2.2906229,2.252697,2.2414896,2.1981258,2.1833606,2.1564941,2.1318934,2.090903,2.0764582,2.0617361,2.0420139,2.0200713,1.9770907,1.9361743,1.9248948,1.8904828,1.8708273
2.813139,2.7836993,2.763552,2.7267668,2.7109339,2.6721172,2.6520991,2.6101577,2.585942,2.5792811,2.5338709,2.5112808,2.4807451,2.4577968,2.4242649,2.3871958,2.3686252,2.3347726,2.3221252,2.2798398
1.4678336,1.4445869,1.4220232,1.3892084,1.3912237,1.3594348,1.3345562,1.3225974,1.3036697,1.2762042,1.2886742,1.2294576,1.2345095,1.1889325,1.1982872,1.15083,1.1421411,1.1281627,1.1318142,1.0838258
1.2401175,1.2335012,1.2038505,1.2142812,1.1983328,1.2118955,1.1493403,1.2435989,1.1259135,1.1063147,1.143011,1.1586654,1.0857985,1.047738,1.0287452,1.0429933,1.0828097,1.0225379,.97061747,1.0218673
1.1372429,1.1227044,1.1211857,1.0975556,1.0856289,1.081157,1.0713778,1.0581973,1.0656503,1.0410827,1.0337735,1.0263772,1.0012541,.98398685,.99344009,.99246305,.95260155,.95037055,.94181496,.93507797
1.6336374,1.6148816,1.6039443,1.5869401,1.5640329,1.5512722,1.5355791,1.5364244,1.5029473,1.4855134,1.4668901,1.4693452,1.4383863,1.4233391,1.4220119,1.3976957,1.3872274,1.3805076,1.3377161,1.3437877
1.2266707,1.2172912,1.2044398,1.1949461,1.176245,1.1683384,1.1638715,1.1245863,1.1285708,1.1239053,1.1110619,1.0911883,1.094545,1.0622959,1.0713854,1.0311887,1.0430219,1.0177301,1.0157963,1.0004301
11.082531,10.972769,10.86088,10.760851,10.635598,10.527173,10.412306,10.316582,10.193593,10.084825,9.9701624,9.8693476,9.7411242,9.6563635,9.5352306,9.4206095,9.3170385,9.2006865,9.0939941,8.9873886
1.8149165,1.7962914,1.774399,1.7597151,1.7416998,1.7255507,1.7092562,1.6968189,1.6661593,1.6514428,1.6406028,1.6170882,1.5992323,1.5758405,1.5472747,1.5500534,1.5113313,1.4952475,1.5048165,1.4608928
1.7334951,1.7158588,1.7029666,1.680498,1.673577,1.6415854,1.639713,1.6136775,1.5919027,1.5770121,1.5657505,1.5466758,1.5197474,1.5081803,1.5003095,1.4649918,1.4406805,1.4554193,1.4188752,1.3932818
4.9194021,4.8652191,4.8181915,4.7715821,4.7206736,4.6699686,4.6101885,4.5689111,4.5276141,4.4708176,4.4040508,4.3576341,4.3318481,4.2686496,4.2152128,4.1762948,4.1203294,4.0699415,4.016664,3.9823272
1.3917657,1.3835542,1.3687676,1.3581215,1.3439826,1.3268323,1.3073424,1.2840432,1.2861292,1.2715267,1.2628657,1.260072,1.2281826,1.2210126,1.2154846,1.1909714,1.1811693,1.1761308,1.1651219,1.1453342
.78764141,.77803344,.76851469,.76357698,.75414282,.74239558,.73984706,.72697371,.72051442,.72323644,.7135101,.70129675,.68828231,.68160057,.69337255,.66202193,.66933596,.66537654,.64564085,.62543249
1.5244673,1.5087887,1.4909745,1.4775608,1.4606953,1.4436395,1.425929,1.4025571,1.3836935,1.3706144,1.3648645,1.3315686,1.31786,1.3103786,1.2859125,1.2609973,1.2511023,1.2352734,1.2335019,1.2046783
