p_storage1,p_storage2,p_storage3,p_storage4,p_storage5,p_storage6,p_storage7,p_storage8,p_storage9,p_storage10,p_storage11
.96916634,.38685572,.081328638,.01071055,.00072636188,.000067178691,0,0,0,0,0
.14514408,.62339818,.67267978,.13136093,.012127514,.00047095426,0,0,0,0,0
.39511356,.91104424,.26919359,.036154673,.0032627673,.00028439367,0,0,0,0,0
.078734182,.50118327,.72419369,.13496877,.015730914,.00039786988,.000028250697,0,0,0,0
.11649249,.011012658,.00077452563,.000028140897,0,0,0,0,0,0,0
.046330307,.15406673,.52294326,.86569279,.43236759,.15284163,.043903884,.00074485474,.000030124138,0,0
.10303218,.43939063,.75784725,.23903735,.028009402,.0034368986,.000067825989,0,0,0,0
.019079734,.24044988,.97957063,.17425504,.0042835819,.00051170081,0,0,0,0,0
.38013089,.094119966,.01835176,.0020816836,.000098187593,0,0,0,0,0,0
.048025694,.15555583,.42816582,.86359119,.63472706,.30080053,.13258043,.0063467794,.00039320186,0,0
.12176326,.47767112,.71996754,.24526675,.044829745,.0022703349,.00018865557,0,0,0,0
.39843726,.73061717,.15472151,.018643197,.00024659256,0,0,0,0,0,0
.28873253,.9508571,.32964587,.068752505,.0044002836,.00056383485,0,0,0,0,0
.70929956,.44613034,.093795113,.002614436,.00024229998,0,0,0,0,0,0
.85656929,.66194165,.2506502,.091523997,.023244718,.0067714779,.00079456263,.000021159967,0,0,0
.92439276,.57416677,.21272646,.053898461,.011513476,.0022256,.00023165817,0,0,0,0
.53228748,.99605376,.55569249,.19091558,.078811891,.0085069593,.0028125891,.00017728966,0,0,0
.15847637,.0086841425,.00016627577,0,0,0,0,0,0,0,0
.72512239,.76080477,.32774624,.13657203,.017204368,.0045358189,.00075678353,.000031919262,0,0,0
.93946803,.49306059,.16248526,.019539867,.0049352003,.00029550225,.000060655337,0,0,0,0
