p_storage1,p_storage2,p_storage3,p_storage4,p_storage5,p_storage6,p_storage7,p_storage8,p_storage9,p_storage10,p_storage11
.80431229,.61778897,.21535814,.050478663,.0073719448,.0011012666,.00015656988,0,0,0,0
.28645432,.050238818,.0039348914,.0004548743,.000020097938,0,0,0,0,0,0
.24972403,.015609057,.00037120676,.00002504674,0,0,0,0,0,0,0
.21046227,.78385293,.35719264,.053407703,.0055513345,.00016106226,0,0,0,0,0
.0034609064,.045565952,.38504079,.91675591,.20411029,.020131815,.0004726832,0,0,0,0
.68268925,.63956201,.16515419,.019966485,.0023689016,.00021215562,.000020429075,0,0,0,0
.85316408,.69366431,.30528238,.11444557,.028271783,.010170788,.0020001645,.000023494013,0,0,0
.056312785,.008509337,.0011739678,.000050647286,0,0,0,0,0,0,0
.9970637,.37254474,.080360077,.012245184,.00046857618,.000059548038,0,0,0,0,0
.98357409,.47694978,.14962707,.030060736,.005744027,.00040302365,.00016182891,0,0,0,0
.5546822,.13421747,.022042597,.0022473428,.000050761977,0,0,0,0,0,0
.42520431,.096678257,.018383659,.00093425257,.000088666675,0,0,0,0,0,0
.74259543,.37390214,.14258394,.039340701,.011907019,.0028719611,.00024089054,0,0,0,0
.5641883,.863868,.26211643,.05846449,.014323978,.0013101931,.000087312474,0,0,0,0
.030566921,.2450822,.88076395,.3355394,.04557237,.0019297549,.00030555564,0,0,0,0
.12997742,.45273507,.97449279,.43445328,.072229967,.017038397,.0017736587,.000010735121,0,0,0
.33958054,.050363488,.0049163527,.000076312077,0,0,0,0,0,0,0
.62810719,.7205646,.26484105,.04781244,.0064567253,.0012534057,.000056141002,0,0,0,0
.52384603,.94521999,.50339937,.19354776,.050135475,.0083282702,.0021049187,.000050147057,0,0,0
.10257687,.44446114,.97569835,.35162452,.050746728,.011774199,.00076865911,0,0,0,0
.43673721,.12113849,.019589208,.0025288002,.00052935991,.000026134147,0,0,0,0,0
.71805573,.68329781,.2080164,.046144687,.0063047009,.00058691204,.000043483247,0,0,0,0
.90578818,.37760925,.090535365,.013645714,.0021412738,.00026614423,0,0,0,0,0
.70146877,.64595288,.1482906,.029124102,.0017157479,.000083233273,.000014899938,0,0,0,0
.0070146117,.079399057,.45905507,.8060143,.21921945,.040907394,.0067009092,0,0,0,0
.56118059,.23509614,.070754848,.015286138,.0019172216,.00029986893,.000031786822,0,0,0,0
.51905179,.70805264,.14632063,.022714175,.0014310462,.000030207773,0,0,0,0,0
.67119974,.44549379,.096874341,.0066237799,.00027035101,0,0,0,0,0,0
.29525498,.078594096,.01401094,.0026656094,.0001933868,.000016770253,0,0,0,0,0
.7228744,.14451082,.017428676,.00071182422,.000019902929,0,0,0,0,0,0
.28211167,.074494593,.018227423,.0029664165,.00021094082,.000045686302,0,0,0,0,0
.78579378,.54756439,.12486649,.026825588,.0013857262,.00012628587,0,0,0,0,0
.91186482,.34269693,.063223436,.010189613,.00089158787,.000099329314,0,0,0,0,0
.84251595,.1630892,.0092695719,.00092403864,0,0,0,0,0,0,0
.068323113,.26632395,.7350679,.70687324,.22013138,.059667297,.0080423104,.000058394613,0,0,0
.76859963,.20112224,.037354328,.0023139371,.00017616503,0,0,0,0,0,0
.074786797,.32294184,.97344136,.48391032,.11537004,.015047933,.0014089531,0,0,0,0
.9642188,.4904801,.21667816,.048875492,.0097268196,.0022941418,.00027116775,.000012381553,0,0,0
.66892618,.69681185,.33850428,.10993148,.020397963,.0022880605,.00020593907,0,0,0,0
.0062347981,.054088961,.28027081,.95413828,.35184619,.08757358,.0071347654,.000094787771,0,0,0
.20592082,.7528466,.49679196,.14521267,.01670694,.0034404341,.00013223421,0,0,0,0
.25531471,.0097831544,.00036836244,0,0,0,0,0,0,0,0
.40200001,.98440325,.33343363,.070007794,.010387835,.00090386724,.000030665502,0,0,0,0
.065403543,.0050770496,.00017043008,0,0,0,0,0,0,0,0
.87799644,.31842473,.034743685,.00092305848,.00011226771,0,0,0,0,0,0
.016849201,.00061959302,.000014508111,0,0,0,0,0,0,0,0
.37242502,.14283723,.02840217,.0057651848,.00094507565,.00027202384,.000038864968,0,0,0,0
.0012763804,.032915946,.39990205,.55244821,.083658211,.0018572051,.0001546604,0,0,0,0
.0015489995,.053355254,.46966463,.40173393,.063523583,.002333049,.000044710774,0,0,0,0
.90194643,.29902732,.051597655,.0056812633,.00039446374,.000028001317,0,0,0,0,0
.69027042,.7659297,.29025069,.06821683,.012845894,.0027788973,.00020991953,0,0,0,0
.020776913,.2174257,.82015949,.50689858,.085863926,.0010220659,.00032405331,0,0,0,0
.99538136,.32038108,.053905189,.0037321558,.0002369557,0,0,0,0,0,0
.54034632,.17634834,.039367579,.0018879642,.00060408743,.000041878891,0,0,0,0,0
.55647868,.10445976,.010923406,.00066810695,.00002641084,0,0,0,0,0,0
.29107207,.87143874,.43819857,.088208221,.01841558,.00080161687,.00001584975,0,0,0,0
.28604048,.97931308,.3689363,.041691002,.0058098477,.000080933023,0,0,0,0,0
.98013484,.30516893,.05895165,.0026468609,.000072054223,0,0,0,0,0,0
.97842306,.39489362,.083331585,.013405186,.0011018936,.000062073115,0,0,0,0,0
.31827232,.78121376,.66462618,.22491169,.055796649,.014705082,.0024444917,.000011874322,0,0,0
.070799991,.38357666,.87417006,.40997002,.070161298,.010989619,.00045438533,0,0,0,0
.731112,.21964429,.033803001,.0030396048,.00031121675,.000015810432,0,0,0,0,0
.43734142,.058367591,.0060000587,.00012579178,0,0,0,0,0,0,0
.70462823,.70757252,.22835557,.047810473,.0041260221,.0011352334,.000062254461,0,0,0,0
.20363161,.59572351,.7562781,.318369,.090904325,.019462736,.0012221589,.000029013345,0,0,0
.59607297,.10849477,.0076190135,.0002743853,.000022284339,0,0,0,0,0,0
.044400997,.0038944972,.00023967418,0,0,0,0,0,0,0,0
.63965863,.61046565,.14050847,.014463407,.0010671199,.000048409573,0,0,0,0,0
.77914453,.13572429,.017525248,.0011677612,.000021148098,0,0,0,0,0,0
.89301282,.43585691,.092033572,.012849269,.0014021284,.000061022369,0,0,0,0,0
.87324405,.32112297,.039035656,.0012050857,.000087351305,0,0,0,0,0,0
.016603509,.0010357213,.000031238698,0,0,0,0,0,0,0,0
.47814524,.13613959,.02255608,.0037369516,.00010851453,.000016187043,0,0,0,0,0
.78447759,.73636955,.35748747,.13418901,.042628728,.012636783,.0020538704,.000015500327,0,0,0
.042435922,.001266164,.000036460784,0,0,0,0,0,0,0,0
.13045742,.68212283,.49552378,.064445429,.006279828,.00029643782,.000014452994,0,0,0,0
.48147166,.097319186,.010853914,.00045565778,.00001125577,0,0,0,0,0,0
.13974912,.012875555,.00030914077,0,0,0,0,0,0,0,0
.51865375,.84142309,.22511829,.052136313,.0040885438,.00052655902,.000023623548,0,0,0,0
.091239505,.0095167756,.00066159491,.000034802484,0,0,0,0,0,0,0
.02773934,.21393517,.86588579,.36556777,.050207753,.0067415205,.00016134424,0,0,0,0
.81945509,.24305819,.02605184,.0028444277,.00011883731,.000029587716,0,0,0,0,0
.039862916,.15595603,.43681586,.97878867,.59028465,.20510443,.060418136,.001689358,.000050024049,0,0
.55806178,.18495162,.030113444,.0053918138,.00035827514,.000068215508,0,0,0,0,0
.42235059,.098061532,.0097000571,.0010603417,.000082455495,0,0,0,0,0,0
.72358716,.67605674,.2493092,.073069118,.011021132,.00089615985,.00010723369,0,0,0,0
.082935534,.013694366,.0012897745,.00014625615,.000013763122,0,0,0,0,0,0
.22686037,.03374685,.0027295216,.00020421065,0,0,0,0,0,0,0
.33915803,.91715837,.17515029,.011924591,.00040696774,.000032023785,0,0,0,0,0
.81019014,.20432341,.023809861,.0014159032,.000050563551,0,0,0,0,0,0
.073337056,.59650087,.65182567,.089534774,.0060753701,.00011001712,0,0,0,0,0
.48970899,.12488575,.015835395,.0010008843,.00029497355,0,0,0,0,0,0
.74006623,.16631421,.021041485,.0013481331,.00005411623,0,0,0,0,0,0
.72514373,.70070815,.29808423,.083229288,.018753953,.0040318463,.00051986513,0,0,0,0
.8017962,.26225185,.040551752,.004543962,.00038669287,.000013853264,0,0,0,0,0
.19129001,.56874502,.83172822,.2976988,.10639413,.019315172,.0025733712,.000023635897,0,0,0
.17829412,.47432974,.90368879,.49696583,.17183848,.044657309,.0060896589,.000056270874,0,0,0
.60077715,.72305626,.20585884,.036989074,.0024365443,.00031341671,0,0,0,0,0
.65103555,.31224003,.022926273,.00073907711,0,0,0,0,0,0,0
.315276,.80926746,.54023069,.22946805,.022716464,.0062082908,.00033416162,0,0,0,0
.3108781,.033369109,.0020547083,.000026653948,0,0,0,0,0,0,0
.21060906,.015741026,.0011651394,.000045336114,0,0,0,0,0,0,0
.92893767,.47626236,.14764193,.014556712,.0024706912,.00015092603,.000015564146,0,0,0,0
.15067124,.88123381,.37337422,.051214371,.0041885488,.000077269055,0,0,0,0,0
.03546064,.30304095,.9043048,.19183667,.018031117,.00057591248,.000023795121,0,0,0,0
.28729558,.67429441,.08076977,.0015043064,.000063141757,0,0,0,0,0,0
.49190107,.714369,.1511374,.015317639,.0010711233,.000060562332,0,0,0,0,0
.10900593,.63837624,.61773419,.15354639,.01136664,.00090172357,.000019848232,0,0,0,0
.12236825,.5717032,.58049864,.17086518,.011832111,.00037819939,.000031118107,0,0,0,0
.22206521,.020409184,.0011151365,.000033679236,0,0,0,0,0,0,0
.10837635,.71060008,.45407957,.094253175,.0061753592,.000090201538,0,0,0,0,0
.54898047,.74298298,.239638,.038961388,.0059717498,.00042556264,.000023726589,0,0,0,0
.020539805,.17650247,.74344629,.46543846,.064837746,.0058194599,.00045051068,0,0,0,0
.66785121,.13597314,.018095912,.001232826,.000064472835,0,0,0,0,0,0
.56275958,.52601355,.058481816,.0025434291,.00010283261,0,0,0,0,0,0
.64473724,.67183024,.20874792,.051409237,.0053219325,.00047994373,.000027114929,0,0,0,0
.44520175,.93144649,.60868049,.23482272,.054641798,.015687259,.0030116772,.000067213128,0,0,0
.73310369,.21573766,.040150627,.0038132088,.0004421974,.000012682121,0,0,0,0,0
.96378618,.45446095,.1390669,.023977039,.00318282,.00023270024,.00010508042,0,0,0,0
.86463475,.37731141,.1193468,.027140448,.0051543117,.00096264889,.00016458015,0,0,0,0
.8893683,.41171348,.10981375,.019530203,.0019802081,.00019620701,.000033078515,0,0,0,0
.04674153,.0015818975,.000019308243,0,0,0,0,0,0,0,0
.94393706,.44824785,.11812586,.022332544,.0023120607,.00024501554,.000012653267,0,0,0,0
.53908026,.71776927,.18441193,.022804677,.0011755325,.00011325908,0,0,0,0,0
.59520745,.51374692,.082657568,.0051908828,.00039251888,0,0,0,0,0,0
.56408376,.79509348,.26394105,.047104668,.0042906781,.00058027095,.000048578728,0,0,0,0
.8351475,.19376031,.021128668,.00057521538,.000011392176,0,0,0,0,0,0
.92901438,.38702333,.066898279,.0058783009,.00029100839,.000039849401,0,0,0,0,0
.22523238,.96639436,.25331539,.027114946,.0013702322,.000032205906,0,0,0,0,0
.0048621935,.0000475911,0,0,0,0,0,0,0,0,0
.059969343,.0049825776,.00028370155,.000020009853,0,0,0,0,0,0,0
.023377912,.24854672,.96792543,.18371096,.021079157,.0010434178,.0000287557,0,0,0,0
.38481048,.86671495,.24621828,.028540095,.0019465071,.00010542981,0,0,0,0,0
.13955531,.61139441,.62362957,.10476848,.0078174407,.00037288698,.000024391262,0,0,0,0
.0064657861,.088831715,.57466346,.6583764,.10832293,.0027624208,.00024650543,0,0,0,0
.031684179,.19967481,.88003051,.40477708,.052065331,.0042736433,.00036674814,0,0,0,0
.27657029,.89157516,.43215856,.074034914,.012260521,.00052776671,.000026329766,0,0,0,0
.59787357,.43160129,.052857619,.0010273207,.000050941526,0,0,0,0,0,0
.71077204,.23860186,.052963875,.0082914475,.0010114216,.00011337954,0,0,0,0,0
.6173076,.19696295,.047221888,.004919223,.00069677242,.000056271732,0,0,0,0,0
.04136942,.43400404,.52410448,.05887866,.0024390654,.000057408037,0,0,0,0,0
.98576581,.36917436,.061494399,.0096739503,.00081380032,.000056843332,0,0,0,0,0
.37764052,.728091,.11983684,.017285019,.00049400452,0,0,0,0,0,0
.45080218,.70577151,.16173157,.017682126,.00095887721,.000010160515,0,0,0,0,0
.5935182,.88675094,.36111403,.11960925,.023066971,.0025212718,.00035129645,0,0,0,0
.76406574,.30126816,.046101373,.0042293714,.000019508043,0,0,0,0,0,0
.76157582,.28015101,.052126341,.0050049294,.00046997351,.000076737779,0,0,0,0,0
.47984347,.11725651,.016052809,.0020119729,.00015814196,0,0,0,0,0,0
.13107352,.99318182,.11732467,.0021453325,.000038299371,0,0,0,0,0,0
.2617529,.76685262,.58665514,.14601959,.022826334,.0025355332,.00020073434,0,0,0,0
.62538558,.15501946,.021243922,.0030822845,.00014705351,.000019798865,0,0,0,0,0
.66425359,.73424202,.23943272,.04763433,.0045962227,.00035987969,.000059730821,0,0,0,0
.54781014,.074615851,.0083017265,.00035132648,.000020078129,0,0,0,0,0,0
.72498184,.47392613,.084073849,.0092796739,.00027028756,0,0,0,0,0,0
.85382652,.22348824,.020719782,.0015330348,.000064082218,0,0,0,0,0,0
.51907444,.11175558,.011248813,.00075207668,.000036531113,0,0,0,0,0,0
.92124182,.51084733,.1658207,.027972758,.0026216821,.00022222372,.000074780663,0,0,0,0
.2777839,.83356822,.4933472,.081647351,.015458986,.0013383782,.000089706002,0,0,0,0
.78193188,.20985591,.021117646,.0012397565,.000019784493,0,0,0,0,0,0
.26458323,.80930001,.5747354,.1248008,.031407803,.0040646694,.00027402048,0,0,0,0
.58802927,.79123706,.23787022,.050828878,.0046874271,.00033208652,.000016061998,0,0,0,0
.18920827,.56763965,.86718655,.35633886,.11728983,.022283921,.0024869966,.000024768693,0,0,0
.56768346,.115837,.016117239,.00066854252,.000032502638,0,0,0,0,0,0
.1121218,.4020893,.81084549,.67809504,.32248557,.065874889,.014811049,.00047023251,0,0,0
.91773307,.26843882,.024867017,.0017508101,.00010402829,0,0,0,0,0,0
.083214127,.42146391,.79258293,.29737535,.042226553,.0091155227,.00020676463,0,0,0,0
.08775945,.36789337,.95235115,.39367285,.068350583,.010079426,.00012401919,0,0,0,0
.52039754,.68891859,.16524436,.014129965,.0017344474,.000037300419,0,0,0,0,0
.075335428,.45338598,.76774162,.13974093,.0091851242,.00054292259,0,0,0,0,0
.26207089,.8903842,.4109906,.074788786,.0064978134,.00042824238,.000014968921,0,0,0,0
.52764928,.92663097,.3881796,.14663638,.028373893,.0035427669,.0006874348,0,0,0,0
.38626447,.060277414,.0084696049,.00023624851,.000044010318,0,0,0,0,0,0
.867001,.48958966,.090762839,.011184974,.0026160262,.00011359892,0,0,0,0,0
.47149712,.98392296,.42386231,.1446742,.031054005,.0059657949,.00073740812,0,0,0,0
.062791005,.39887816,.98381925,.2359682,.043948058,.002570688,.00015573138,0,0,0,0
.28107128,.68466771,.7215935,.2984384,.072586998,.020716911,.0019281105,.000030433101,0,0,0
.38853973,.051199783,.006039999,.00019932709,0,0,0,0,0,0,0
.79522949,.46839201,.08008083,.0062794201,.0004546062,0,0,0,0,0,0
.52025294,.91480148,.426696,.10497386,.014914614,.004273443,.00023104128,0,0,0,0
.31814852,.77658409,.67071998,.1945983,.05830162,.0088933129,.0010776169,0,0,0,0
